metric,mean,median,p95,p99,max,min
lock_to_click_ms,412.3791,356.5573,900.3449,964.1795,1005.2136,11.4232
fps,66.3156,64.3057,78.8635,98.852,108.2814,58.0453
grab_ms,2.8807,2.9166,3.6279,3.7831,3.8103,0.0
yolo_ms,11.4923,12.2953,14.2253,15.911,16.2217,0.0
select_ms,0.2359,0.1888,0.4991,0.7492,0.7603,0.0995
mouse_ms,0.009,0.0078,0.0107,0.042,0.0716,0.0027
pid_ms,0.0054,0.0053,0.0066,0.0092,0.0116,0.004
align_click_ms,0.0019,0.0017,0.0027,0.0086,0.0145,0.0
move_ms,0.2281,0.2046,0.3677,0.5706,0.6407,0.0

lock_to_click_ms_dist_bin,count,percent
<10,0,0.0
10~25,4,7.84
25~50,0,0.0
50~100,6,11.76
100~250,10,19.61
250~500,12,23.53
500~1000,18,35.29
>1000,1,1.96
