hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
56,11.4534,1,87.3103,0.0,0.0,0.2985,0.0055,0.005,0.0,0.0
57,89.72,6,66.8747,2.781,11.8908,0.2299,0.0114,0.0057,0.0013,0.2322
58,339.9155,21,61.7801,2.8579,10.636,0.1549,0.0107,0.0052,0.0015,0.2578
59,27.6443,2,72.3476,2.7373,7.4551,0.1384,0.0098,0.0054,0.0014,0.2086
60,27.9811,2,71.4768,2.8379,11.172,0.1491,0.0102,0.0056,0.001,0.176
61,199.4059,13,65.1937,2.5138,11.4498,0.1881,0.0088,0.006,0.0019,0.2489
62,465.3717,30,64.4646,2.8184,11.9814,0.0988,0.0077,0.0046,0.0018,0.2732
63,715.4075,46,64.299,2.6199,10.3518,0.1697,0.0114,0.0055,0.0017,0.1716
64,965.1727,62,64.2372,2.7343,7.4676,0.1429,0.0113,0.005,0.001,0.3432
65,1215.4543,76,62.5281,2.7076,10.3,0.2015,0.0102,0.0049,0.0016,0.292
66,170.4632,11,64.5301,3.0125,11.5634,0.1855,0.0118,0.0054,0.0024,0.2351
67,105.6507,7,66.2561,4.6817,12.9035,0.17,0.0071,0.0048,0.0014,0.2929
68,357.0782,23,64.4117,2.79,9.3828,0.1528,0.0097,0.0052,0.0015,0.2618
69,202.352,13,64.2445,2.9016,11.6128,0.1402,0.0105,0.006,0.001,0.4672
70,182.04,12,65.9196,3.2126,11.7117,0.1582,0.012,0.0062,0.002,0.1929
71,444.4098,27,60.7547,2.8373,10.9665,0.2361,0.0095,0.0055,0.0019,0.2208
72,697.847,42,60.1851,2.7206,7.8224,0.2013,0.0092,0.0048,0.0015,0.1721
73,103.2703,7,67.7833,3.0734,11.6975,0.1631,0.0087,0.0055,0.0009,0.2023
74,201.6321,13,64.4739,2.6014,7.3336,0.1624,0.0093,0.0047,0.0011,0.2047
75,452.4682,29,64.0929,2.5043,9.3907,0.1299,0.01,0.0047,0.0015,0.1905
76,702.7996,45,64.0296,2.9164,11.7617,0.3188,0.01,0.0048,0.0015,0.1897
77,972.6767,62,63.7416,2.7206,10.9501,0.149,0.0096,0.0043,0.002,0.2455
78,1235.8081,79,63.9258,2.8756,8.517,0.2081,0.0102,0.0049,0.0017,0.1869
79,11.1863,1,89.3951,0.0,0.0,0.3943,0.0069,0.0045,0.0,0.0
80,260.4914,16,61.4224,2.7094,9.6868,0.1994,0.0081,0.0044,0.0011,0.1728
81,212.0835,13,61.2966,2.6118,6.5793,0.2391,0.0106,0.0051,0.0014,0.195
82,465.3391,27,58.0222,2.6769,7.1541,0.1783,0.0094,0.0052,0.0017,0.2025
83,243.7462,16,65.642,2.6609,7.9363,0.2052,0.0091,0.0044,0.0015,0.2087
84,510.6375,33,64.6251,2.8729,6.1908,0.1071,0.0084,0.0039,0.0018,0.1798
85,760.8044,49,64.4055,2.6003,9.7186,0.2189,0.0096,0.0044,0.0017,0.232
86,95.255,6,62.9888,2.3467,7.8075,0.2247,0.0085,0.0052,0.0025,0.3753
87,120.3191,8,66.4899,2.4976,10.2588,0.3115,0.0086,0.0051,0.001,0.5241
88,386.9216,25,64.6126,2.3663,10.7261,0.3024,0.0105,0.005,0.001,0.2004
89,10.9441,1,91.3734,0.0,0.0,0.4566,0.0051,0.0047,0.0,0.0
90,264.7313,17,64.2161,2.5761,9.5254,0.1078,0.0074,0.0043,0.0017,0.221
91,72.9438,5,68.5459,2.3044,7.9496,0.1474,0.0089,0.0052,0.0017,0.2364
92,56.1562,4,71.2299,2.4094,10.191,0.0977,0.0087,0.0048,0.0009,0.23
93,56.3117,4,71.0332,2.3032,7.5455,0.1044,0.009,0.0046,0.001,0.1948
94,322.699,21,65.0761,2.4651,7.024,0.1865,0.0098,0.0052,0.0014,0.2595
95,92.081,6,65.16,2.6685,10.1425,0.6061,0.0111,0.0064,0.0024,0.3318
96,183.4456,12,65.4145,2.5602,10.7803,0.2695,0.0152,0.006,0.0014,0.3734
97,185.4165,12,64.7192,2.4813,7.7561,0.1519,0.0093,0.0051,0.0015,0.3018
98,71.8828,5,69.5577,2.558,7.4342,0.1378,0.0082,0.0044,0.0012,0.2038
99,219.2863,14,63.8435,2.6465,10.1796,0.1634,0.0077,0.0041,0.0013,0.1838
100,498.0719,32,64.2478,2.24,7.4421,0.1042,0.008,0.004,0.0011,0.2871
101,748.9024,48,64.0938,2.4027,10.1291,0.1762,0.0091,0.0046,0.0018,0.3344
102,120.0131,8,66.6594,2.5086,7.3253,0.1384,0.01,0.0048,0.0016,0.1251
103,103.0623,7,67.9201,2.5378,9.5464,0.1993,0.0098,0.0048,0.0009,0.4183
104,18.2829,2,109.3918,2.7959,8.8644,0.2613,0.0092,0.0057,0.0016,0.2075
105,97.0445,7,72.1319,2.5307,11.2893,0.2387,0.0083,0.0044,0.0021,0.2253
106,347.3309,23,66.2193,2.3393,6.7114,0.145,0.0103,0.0049,0.0011,0.2054
107,784.2521,50,63.755,2.4625,10.6234,0.2001,0.009,0.005,0.0011,0.2007
108,1175.8002,75,63.7863,2.3901,10.7065,0.1014,0.0086,0.0042,0.0015,0.2434
109,1429.8583,90,62.9433,2.4185,7.3042,0.1594,0.0108,0.006,0.0018,0.2195
110,1730.6035,108,62.406,2.4269,7.4081,0.1521,0.01,0.0053,0.001,0.2672
111,44.3329,3,67.6698,2.476,11.8286,0.355,0.01,0.0051,0.0009,0.1993
112,90.2762,6,66.4627,2.3781,8.034,0.1534,0.0082,0.0047,0.0008,0.2507
113,122.1508,8,65.4928,2.4637,7.7068,0.4338,0.0638,0.0046,0.0011,0.155
114,372.4905,24,64.4312,2.6761,10.1103,0.125,0.0096,0.0053,0.0009,0.2386
115,626.1107,40,63.8865,2.4037,9.5875,0.0979,0.0087,0.0046,0.0012,0.1967
116,227.6039,15,65.904,2.5327,10.1939,0.2113,0.0104,0.0048,0.0009,0.445
117,186.809,12,64.2367,2.5361,6.4995,0.3921,0.012,0.0044,0.0017,0.1958
118,453.3666,28,61.7602,2.4131,6.6519,0.1279,0.0098,0.0048,0.0015,0.2064
119,203.6923,13,63.8218,2.446,12.3459,0.1684,0.012,0.0056,0.0009,0.1847
120,311.1507,19,61.0637,2.4435,10.633,0.1537,0.0102,0.0055,0.0013,0.2054
121,182.9577,12,65.5889,2.6589,10.4247,0.5571,0.0109,0.0061,0.0013,0.1757
122,90.5936,6,66.2298,2.3657,8.2738,0.212,0.0083,0.0049,0.0018,0.1952
123,340.5359,22,64.6041,2.4539,9.84,0.2047,0.0097,0.0053,0.0011,0.1632
124,261.6303,17,64.9772,2.5453,10.7347,0.1523,0.0093,0.005,0.0011,0.2226
125,531.9023,32,60.1614,2.4277,6.8789,0.3679,0.0097,0.004,0.0012,0.2473
126,123.8531,8,64.5927,2.5336,7.0918,0.1574,0.01,0.0052,0.0018,0.2125
127,419.3647,27,64.3831,2.2334,10.3143,0.1848,0.0104,0.0056,0.0013,0.1912
128,123.9488,8,64.5428,2.4149,11.2402,0.3256,0.0529,0.0057,0.0011,0.2148
129,453.2857,29,63.9773,2.3254,10.8077,0.325,0.0088,0.005,0.0013,0.2211
130,719.9823,46,63.8905,2.6054,7.5866,0.1429,0.0097,0.0053,0.0023,0.2032
131,1019.062,64,62.8029,2.4054,10.4373,0.106,0.0089,0.0045,0.0011,0.1832
132,1282.5202,81,63.1569,2.6332,10.7239,0.1327,0.0084,0.0051,0.0013,0.2102
133,151.9149,10,65.8263,2.4279,12.2313,0.2785,0.0101,0.0058,0.0011,0.2313
134,446.9483,29,64.8845,2.4144,10.0495,0.1512,0.009,0.0046,0.001,0.2599
135,198.4389,13,65.5113,2.3478,10.2272,0.1302,0.0088,0.0051,0.0008,0.1896
136,465.0024,30,64.5158,2.3614,10.4353,0.1502,0.01,0.0054,0.0012,0.2412
137,776.9939,50,64.3506,2.5108,10.1973,0.097,0.0087,0.0042,0.0011,0.2536
138,89.9089,6,66.7342,2.3319,10.7093,0.3452,0.0088,0.0049,0.0012,0.2018
139,181.5856,11,60.5775,2.6733,10.9421,0.1009,0.0078,0.0044,0.0016,0.2048
140,136.0225,9,66.1655,2.2065,12.6351,0.133,0.0087,0.0048,0.0009,0.2127
141,198.7012,13,65.4249,2.3924,7.3541,0.2139,0.0086,0.0047,0.001,0.1936
142,248.863,15,60.2741,2.3496,7.3955,0.1482,0.0099,0.0058,0.0012,0.2169
143,312.8575,20,63.9269,2.431,9.4672,0.3649,0.0095,0.0049,0.0013,0.1651
144,204.2301,13,63.6537,2.5395,10.7703,0.5726,0.0122,0.0063,0.0012,0.2658
145,199.5315,13,65.1526,2.4531,12.5192,0.2424,0.0087,0.0051,0.001,0.1856
146,73.2415,5,68.2673,2.4142,10.1556,0.1827,0.0103,0.0055,0.0016,0.1375
147,166.1075,11,66.2222,2.6692,11.7118,0.1514,0.0093,0.0052,0.0012,0.2152
148,168.5876,11,65.248,2.4105,12.263,0.1519,0.0098,0.0051,0.0015,0.2294
149,199.4499,12,60.1655,2.6729,11.3745,0.1063,0.0088,0.0052,0.0014,0.2065
150,106.8313,7,65.5239,2.4569,7.056,0.1051,0.0104,0.0046,0.001,0.1868
151,121.8406,8,65.6596,2.4434,7.5837,0.1394,0.0109,0.0055,0.001,0.2091
152,622.1299,40,64.2953,2.3383,8.4923,0.1619,0.011,0.0053,0.0009,0.337
153,875.4533,56,63.9669,2.4749,11.438,0.1015,0.0079,0.0044,0.0018,0.2393
154,182.5638,12,65.7304,2.3187,10.3913,0.1614,0.0087,0.0047,0.0012,0.1807
155,232.107,14,60.317,2.3839,7.6858,0.2158,0.0088,0.005,0.0024,0.3373
156,199.0,12,60.3015,2.4088,10.2839,0.3592,0.0071,0.0043,0.0011,0.148
157,170.4071,11,64.5513,2.5158,11.0953,0.1497,0.0097,0.0055,0.001,0.1837
158,436.1987,28,64.1909,2.3388,10.1524,0.2175,0.0094,0.0051,0.0016,0.1977
159,123.9005,7,56.4969,2.4184,12.4065,0.2327,0.0086,0.0051,0.0016,0.2504
160,153.335,10,65.2167,2.5504,11.3608,0.2301,0.0079,0.0058,0.0011,0.2417
161,202.327,13,64.2524,2.5594,11.9125,0.1115,0.0072,0.0044,0.0011,0.2447
162,611.1272,37,60.5439,2.4452,7.4461,0.1456,0.0108,0.0046,0.0012,0.6633
163,927.3469,57,61.4657,2.4355,10.6738,0.3117,0.0087,0.0052,0.0014,0.1854
164,1289.9351,80,62.0186,2.2516,7.5385,0.1882,0.0221,0.0056,0.0012,0.2007
165,1585.4436,99,62.4431,2.4371,7.5146,0.1025,0.0091,0.0044,0.0011,0.1865
166,11.4363,1,87.4409,0.0,0.0,0.3484,0.0075,0.0068,0.0,0.0
167,11.0129,1,90.8026,0.0,0.0,0.5091,0.0198,0.0052,0.0,0.0
168,390.2734,25,64.0577,2.4026,10.2002,0.1942,0.0103,0.0054,0.0012,0.2313
169,686.2853,44,64.1133,2.4231,10.2873,0.1211,0.0091,0.0048,0.0011,0.1914
170,281.28,18,63.9932,2.6079,10.0699,0.4754,0.011,0.005,0.0009,0.3286
171,123.2954,8,64.8848,2.6135,10.1868,0.1448,0.0096,0.0051,0.001,0.2353
172,150.9927,10,66.2284,3.3016,12.086,0.8078,0.0106,0.0067,0.0019,0.2521
173,210.9599,14,66.3633,2.4638,10.2127,0.1188,0.007,0.0048,0.0011,0.1855
174,232.0372,15,64.6448,2.4709,10.0163,0.1569,0.0082,0.0058,0.0019,0.2114
175,499.0197,32,64.1257,2.5711,10.2888,0.1379,0.0097,0.0044,0.0011,0.2176
176,827.3239,53,64.062,2.3106,10.3683,0.2866,0.0095,0.0047,0.0013,0.2314
177,1078.5669,69,63.9738,2.5252,10.9067,0.1951,0.0101,0.0057,0.0019,0.2435
178,1552.3455,97,62.4861,2.4429,9.6314,0.1275,0.0093,0.0127,0.0012,0.203
179,1869.3964,115,61.5172,2.4685,7.295,0.4568,0.0119,0.0048,0.0011,0.2028
180,265.4486,17,64.0425,2.4791,7.9649,0.1349,0.0151,0.0065,0.0009,0.2333
181,827.6426,52,62.8291,2.4666,14.3891,0.1355,0.0236,0.0056,0.0013,0.1808
182,138.0711,9,65.1838,2.8746,10.3008,0.5119,0.0078,0.0046,0.0018,0.2239
183,390.8094,25,63.9698,2.5697,12.2001,0.2119,0.0093,0.0052,0.001,0.2083
184,199.0805,12,60.2771,2.5855,7.9234,0.1422,0.0104,0.0053,0.0012,0.1973
185,76.9269,5,64.9968,2.5068,8.2985,0.4221,0.0118,0.0059,0.0013,0.2096
186,701.5518,45,64.1435,2.2705,9.6624,0.0963,0.0091,0.004,0.0009,0.335
187,89.005,6,67.4119,2.3288,10.1223,0.2384,0.0091,0.005,0.0011,0.2219
188,231.8039,15,64.7099,2.5094,7.3855,0.1431,0.0093,0.0051,0.0011,0.2005
189,107.5718,7,65.0728,2.1926,12.7756,0.1377,0.0091,0.0049,0.0017,0.1809
190,186.273,12,64.4216,2.4758,7.3598,0.4046,0.0092,0.0053,0.0012,0.2418
191,183.0545,12,65.5542,3.2218,11.6866,0.1366,0.0095,0.0051,0.0011,0.2133
192,11.4539,1,87.3065,0.0,0.0,0.2921,0.0044,0.005,0.0,0.0
193,229.3624,15,65.3987,2.6806,10.5048,0.6633,0.0087,0.0056,0.002,0.1762
194,498.2885,30,60.2061,2.5007,9.8471,0.101,0.0087,0.0043,0.0018,0.1985
195,765.9915,47,61.3584,2.3607,7.7127,0.4341,0.0105,0.0057,0.0019,0.2398
196,1015.7313,63,62.0243,2.4313,7.4851,0.1386,0.0117,0.0052,0.0015,0.2224
197,1377.5822,86,62.4282,2.5253,13.1268,0.2187,0.0103,0.0061,0.0012,0.1867
198,1723.5201,108,62.6625,2.4345,6.7633,0.6061,0.0113,0.0057,0.0011,0.2023
199,11.3072,1,88.4392,0.0,0.0,0.4628,0.0099,0.0065,0.0,0.0
200,102.9468,7,67.9963,2.5363,7.409,0.3362,0.0087,0.005,0.0017,0.2336
201,369.5278,24,64.9478,2.3863,10.2422,0.2299,0.0109,0.005,0.0013,0.2083
202,952.4133,61,64.0478,2.2999,7.6521,0.1758,0.0119,0.0058,0.0015,0.2393
203,1218.9731,78,63.9883,2.375,7.4496,0.1198,0.0089,0.0047,0.0013,0.2219
204,1469.7062,94,63.9584,2.451,7.9589,0.1576,0.0109,0.0051,0.0017,0.188
205,214.9168,14,65.1415,2.3376,6.9472,0.1172,0.0079,0.0044,0.0011,0.1986
206,468.7456,30,64.0006,2.4042,7.4065,0.2615,0.009,0.0052,0.0019,0.1442
207,26.2406,2,76.2178,2.534,11.9259,0.4508,0.0117,0.0068,0.0015,0.1879
208,74.3465,5,67.2527,2.4908,10.3225,0.1422,0.0384,0.0054,0.001,0.2641
209,181.2183,11,60.7003,2.4371,13.3058,0.1013,0.0086,0.0041,0.001,0.1962
210,465.084,29,62.3543,2.4025,10.7705,0.1288,0.0099,0.005,0.0011,0.2105
211,90.5455,6,66.265,2.4477,7.6658,0.1726,0.0098,0.0046,0.0011,0.4861
212,215.5435,14,64.9521,2.27,7.1642,0.1275,0.0096,0.0047,0.0009,0.3545
213,469.4587,30,63.9034,2.4212,9.6005,0.102,0.0076,0.0043,0.0017,0.268
214,226.9126,15,66.1047,2.2334,11.7619,0.0991,0.0072,0.0051,0.001,0.4051
215,143.7885,9,62.5919,2.7761,10.7863,1.9061,0.3622,0.0086,0.0012,0.1885
216,469.3201,30,63.9223,2.249,8.9639,0.1721,0.009,0.0045,0.001,0.4961
217,939.9636,60,63.8323,2.2253,9.7211,0.2082,0.0111,0.005,0.001,0.1762
218,89.3069,5,55.9867,2.1674,7.677,0.1024,0.0081,0.0066,0.0015,0.1983
219,214.8284,14,65.1683,2.3936,10.3169,0.1985,0.0079,0.0049,0.0012,0.2619
220,232.5854,15,64.4924,2.5588,6.9428,0.167,0.0105,0.0051,0.0011,0.1917
221,498.7235,32,64.1638,2.4345,8.2173,0.3677,0.0099,0.0045,0.0013,0.1815
222,202.3213,13,64.2542,2.3483,11.6154,0.3891,0.0123,0.0055,0.0016,0.2161
223,527.1582,34,64.4968,2.6311,10.887,0.2314,0.0109,0.0058,0.0015,0.1994
224,106.3931,7,65.7937,2.2637,11.2859,0.1876,0.0141,0.0058,0.0016,0.1954
225,372.9776,24,64.347,2.5676,11.3578,0.2237,0.012,0.0063,0.0012,0.1785
226,90.1767,5,55.4467,2.5959,11.4443,0.266,0.0125,0.007,0.0009,0.2198
227,139.9609,9,64.3037,2.3657,7.2716,0.1946,0.0101,0.0053,0.0008,0.3479
228,198.1227,12,60.5685,2.5917,10.3973,0.1421,0.0094,0.0045,0.0008,0.4183
229,47.6511,2,41.9717,2.2129,7.643,0.2869,0.0148,0.0052,0.001,0.1872
230,289.6247,19,65.6021,2.5549,10.1015,0.1861,0.0093,0.0052,0.0009,0.1897
231,1723.6112,110,63.8195,2.4011,7.3875,0.1478,0.011,0.005,0.0012,0.2539
232,1985.23,127,63.9724,2.4131,10.1711,0.1015,0.0079,0.0041,0.0013,0.302
233,148.7993,10,67.2046,2.5505,10.7044,0.1381,0.0092,0.0045,0.001,0.2131
234,540.0177,35,64.8127,2.6854,11.408,0.1848,0.0111,0.005,0.0014,0.2293
235,170.2149,11,64.6242,2.4386,11.1107,0.1413,0.0104,0.0052,0.0015,0.2359
236,106.5454,7,65.6997,2.6153,7.0583,0.4806,0.0093,0.0052,0.0012,0.1857
237,73.0561,5,68.4406,2.2901,9.7969,0.3663,0.0109,0.0053,0.0014,0.2437
238,327.7565,20,61.0209,2.413,9.9776,0.1032,0.01,0.004,0.0014,0.4339
239,135.1093,9,66.6127,2.4276,6.7188,0.1869,0.0098,0.005,0.0009,0.2202
240,390.0923,25,64.0874,2.3694,6.621,0.6447,0.011,0.0055,0.0017,0.1985
241,652.4764,42,64.3701,2.7324,10.8981,0.1554,0.0109,0.0052,0.0022,0.2807
242,906.2822,58,63.9977,2.6145,11.489,0.1742,0.0095,0.004,0.0012,0.2322
243,1801.8819,115,63.8222,2.7669,11.5725,0.1344,0.0105,0.0047,0.0015,0.262
244,328.0604,21,64.0126,2.2969,7.4146,0.1941,0.0153,0.0059,0.0009,0.2206
245,578.1894,37,63.9929,2.4968,7.7338,0.1596,0.0128,0.0066,0.0026,0.1974
246,1153.8509,74,64.1331,3.1892,12.6016,0.1235,0.01,0.0053,0.0012,0.2397
247,184.9034,12,64.8988,2.4966,14.063,0.0989,0.0076,0.0041,0.001,0.24
248,764.7772,49,64.0709,2.5154,10.8432,0.1102,0.008,0.0038,0.0014,0.1702
249,1768.9425,113,63.88,2.4535,7.2618,0.1547,0.0093,0.0052,0.0013,0.245
250,11.1082,1,90.0236,0.0,0.0,0.2122,0.0108,0.0057,0.0,0.0
251,61.1688,4,65.3928,2.42,12.2339,0.1457,0.0092,0.0054,0.0009,0.211
252,1282.069,82,63.9591,2.5687,9.8802,0.3948,0.0103,0.0055,0.0012,0.2016
253,105.5466,6,56.8469,2.9084,7.291,0.6469,0.0124,0.0055,0.0012,0.2201
254,357.6024,22,61.5208,2.4024,7.4986,0.1497,0.0103,0.0047,0.0013,0.3753
255,574.0685,37,64.4522,2.8482,11.1956,0.2004,0.0099,0.0054,0.0008,0.3153
256,1672.8542,107,63.9625,2.5889,9.1124,0.112,0.0084,0.0055,0.0008,0.3316
257,1923.5699,123,63.9436,2.4978,10.1592,0.35,0.0125,0.0056,0.0017,0.1443
258,89.6623,6,66.9178,2.5215,7.0482,0.3067,0.0137,0.0056,0.0011,0.3532
259,1059.6656,68,64.1712,2.5422,10.4115,0.133,0.0083,0.0045,0.0011,0.2205
260,1392.4073,89,63.9181,2.3312,14.5003,0.221,0.0113,0.0051,0.0011,0.2128
261,1897.5358,121,63.7669,2.6448,6.9033,0.1204,0.011,0.0055,0.0011,0.2357
262,653.3908,42,64.2801,2.5173,9.7936,0.1865,0.0096,0.0091,0.0013,0.1981
263,67.7164,5,73.8374,2.4816,7.5242,0.1392,0.0104,0.0053,0.0015,0.2265
264,333.5678,22,65.9536,2.2552,10.9561,0.2152,0.0135,0.0058,0.0049,0.2165
265,595.9913,39,65.4372,2.4009,14.3626,0.2067,0.0104,0.0047,0.0013,0.2545
266,1084.4362,70,64.5497,2.4406,10.6007,0.7523,0.0106,0.0052,0.0014,0.2112
267,216.0098,14,64.8119,2.8062,11.1836,0.1317,0.0117,0.0053,0.0011,0.2393
268,215.1984,14,65.0562,2.4494,7.4366,0.167,0.0093,0.0051,0.001,0.187
269,173.952,11,63.2358,2.3325,7.0116,0.3162,0.0128,0.0072,0.001,0.1303
270,482.2139,31,64.2868,2.4732,9.8493,0.1399,0.0098,0.005,0.0013,0.2185
271,368.7653,24,65.082,2.4635,10.2454,0.1027,0.0074,0.0042,0.0015,0.2176
272,85.0402,6,70.5549,2.4689,7.9048,0.1965,0.0095,0.0057,0.0035,0.3061
273,356.4299,23,64.5288,2.5078,6.6223,0.6185,0.0104,0.0055,0.0012,0.1966
274,603.5608,39,64.6165,2.9031,11.3152,0.1383,0.0097,0.0054,0.0016,0.296
275,1044.5651,67,64.1415,2.4094,7.2831,0.277,0.0108,0.0061,0.0011,0.1644
276,902.4398,58,64.2702,2.5595,9.6025,0.3322,0.0096,0.0046,0.0012,0.1914
277,181.8223,12,65.9985,2.466,13.7221,0.1342,0.0103,0.0051,0.001,0.3294
278,1256.0178,79,62.8972,2.2833,7.5664,0.151,0.0148,0.0047,0.0009,0.4067
279,72.9271,5,68.5616,2.4765,10.1567,0.6251,0.0103,0.0061,0.0011,0.1397
280,451.5452,28,62.0093,2.2692,12.1268,0.2103,0.0277,0.0053,0.0011,0.216
281,1202.6362,77,64.026,2.4262,6.8811,0.1678,0.0125,0.0051,0.0024,0.2171
282,1453.1442,93,63.9992,2.3152,11.5796,0.5038,0.0101,0.0073,0.0017,0.1984
283,1786.4028,112,62.6958,2.4064,8.2789,0.2127,0.0111,0.0059,0.0011,0.2079
284,185.8048,12,64.5839,2.4199,7.3749,0.1983,0.0131,0.0056,0.0014,0.2509
285,716.2197,46,64.2261,2.6116,10.0395,0.1272,0.0092,0.0046,0.0009,0.1938
286,1002.9543,64,63.8115,2.4786,9.2478,0.1506,0.0124,0.0047,0.0012,0.2052
287,1310.5278,84,64.0963,2.358,9.9486,0.3648,0.0101,0.0052,0.0014,0.2231
288,195.6713,13,66.4379,2.4176,12.5731,0.2393,0.0155,0.0078,0.0011,0.3091
