hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
32,214.5721,14,65.2461,2.3347,7.0847,0.6569,0.0097,0.0049,0.0013,0.178
33,494.4196,32,64.7224,2.4692,10.3567,0.124,0.0105,0.0048,0.0012,0.2359
34,144.241,9,62.3956,2.5232,12.3367,0.1398,0.01,0.0056,0.0011,0.1982
35,107.2535,7,65.2659,2.4532,13.4724,0.1417,0.0091,0.0051,0.0012,0.3036
36,277.5498,18,64.8532,2.3067,7.7489,0.1266,0.0106,0.0049,0.0017,0.2109
37,544.1099,35,64.3252,2.4514,9.3169,0.1432,0.0095,0.0049,0.0018,0.2161
38,215.0709,14,65.0948,2.3187,7.4285,0.1233,0.009,0.0049,0.0014,0.2225
39,469.2846,30,63.9271,2.2402,9.753,0.1789,0.012,0.0054,0.0021,0.2241
40,90.5401,6,66.269,2.339,7.1304,0.1065,0.0082,0.0043,0.0015,0.2205
41,353.013,22,62.3207,2.6562,13.8293,0.1365,0.0087,0.0059,0.0014,0.959
42,611.0677,38,62.1862,2.3163,7.2639,0.1891,0.0128,0.0055,0.0018,0.2055
43,261.3226,16,61.227,2.3061,9.6909,0.1478,0.0097,0.0054,0.0013,0.4588
44,515.5787,32,62.0662,2.3017,7.7784,0.2176,0.0111,0.0051,0.0018,0.2327
45,102.408,7,68.354,2.3523,8.1186,0.1776,0.0088,0.0047,0.0012,0.2141
46,152.8714,10,65.4145,2.5243,12.0606,0.109,0.0085,0.0043,0.0018,0.3284
47,214.9545,14,65.1301,2.4028,7.5098,0.1953,0.0101,0.0052,0.0014,0.1984
48,469.0475,30,63.9594,2.4227,7.4639,0.2158,0.011,0.0051,0.0016,0.2321
49,261.0556,16,61.2896,2.3916,10.4355,0.195,0.01,0.0048,0.0011,0.5181
50,107.4357,7,65.1553,2.3583,7.3924,0.1902,0.0103,0.0052,0.0012,0.2504
51,374.3642,24,64.1087,2.3991,7.6924,0.1631,0.0113,0.0053,0.0013,0.2429
52,73.445,5,68.0782,2.3599,10.4482,0.1,0.009,0.0041,0.0014,0.2842
53,120.0001,8,66.6666,2.3674,11.3225,0.1999,0.0085,0.0046,0.001,0.3315
54,372.111,24,64.4969,2.3959,9.8098,0.1094,0.0079,0.0046,0.0022,0.2076
55,340.3203,21,61.7066,2.5269,9.7448,0.1395,0.0304,0.0048,0.0014,0.2336
56,85.5916,6,70.1003,2.5176,10.2419,0.4327,0.0096,0.0042,0.0015,0.2011
57,102.6703,7,68.1794,2.3694,10.2382,0.1274,0.0097,0.0055,0.0009,0.1874
58,73.9299,5,67.6316,2.324,11.0155,0.3169,0.0159,0.0064,0.0014,0.2003
59,335.8305,22,65.5092,2.576,10.256,0.1438,0.0103,0.0049,0.0017,0.2368
60,77.5726,5,64.4557,2.3932,6.9585,0.1454,0.012,0.0054,0.0014,0.257
61,11.1693,1,89.5311,0.0,0.0,0.4266,0.0063,0.0048,0.0,0.0
62,165.2147,11,66.58,2.5185,13.6084,0.1436,0.0096,0.0048,0.0012,0.1976
63,419.1125,27,64.4218,2.311,9.798,0.167,0.0126,0.0058,0.0013,0.1972
64,685.8278,44,64.156,2.4813,7.5085,0.1204,0.0109,0.0047,0.002,0.2049
65,202.8451,12,59.1584,2.4146,10.182,0.2093,0.0118,0.005,0.0011,0.3538
66,453.0745,28,61.8,2.3548,6.5195,0.4297,0.0102,0.0052,0.002,0.1689
67,102.7326,7,68.1381,2.4316,9.6636,0.1437,0.01,0.0051,0.001,0.4752
68,365.1907,24,65.7191,2.5471,10.9958,0.1527,0.0098,0.005,0.0021,0.477
69,103.1257,7,67.8783,2.2677,6.6298,0.2174,0.01,0.0045,0.0011,0.1805
70,353.9762,23,64.9761,2.5437,10.6023,0.3358,0.0123,0.0046,0.0019,0.2031
71,607.4883,39,64.1988,2.4985,7.5102,0.3915,0.0098,0.0048,0.0016,0.3803
72,135.799,9,66.2744,2.4419,10.8876,0.3686,0.0095,0.0051,0.001,0.1609
73,390.0535,25,64.0938,2.4401,7.628,0.1237,0.0091,0.0066,0.0021,0.4064
74,124.3542,8,64.3324,2.4152,7.5971,0.4001,0.0122,0.006,0.0013,0.2052
75,385.9849,25,64.7694,2.4521,9.7786,0.1779,0.0097,0.0053,0.0016,0.224
76,11.1159,1,89.9612,0.0,0.0,0.5183,0.0059,0.0049,0.0,0.0
77,244.4918,16,65.4419,2.5864,7.0581,0.1507,0.0102,0.0054,0.0014,0.3219
78,105.6595,7,66.2506,2.2452,10.8442,0.1264,0.0098,0.0051,0.0013,0.1953
79,388.8735,25,64.2883,2.5003,10.7432,0.2087,0.0098,0.005,0.0013,0.3252
80,639.0788,41,64.1548,2.3719,6.5621,0.3319,0.0738,0.0057,0.0016,0.1755
81,192.7249,12,62.2649,2.4769,6.4202,0.9831,0.0517,0.0521,0.0013,0.2155
82,182.8459,12,65.629,2.4815,10.1885,0.1371,0.0088,0.0047,0.0011,0.2173
83,436.2318,28,64.1861,2.5997,10.3874,1.7342,0.0145,0.0636,0.0019,0.2087
84,11.053,1,90.4732,0.0,0.0,0.2797,0.0064,0.0051,0.0,0.0
85,265.4917,16,60.2655,2.4709,10.4694,0.2426,0.0136,0.0099,0.0016,0.2168
86,170.2209,12,70.4966,2.6015,10.9522,0.3388,0.0108,0.0056,0.0011,0.2547
87,86.1879,6,69.6153,2.5203,10.4749,0.104,0.01,0.0042,0.0018,0.2331
88,102.3651,7,68.3827,2.6039,10.7831,0.2006,0.0099,0.0055,0.0011,0.2929
89,356.4713,23,64.5213,2.4475,10.726,0.1811,0.0106,0.0061,0.0016,0.2301
90,90.7695,6,66.1015,2.5309,9.5246,0.2497,0.0101,0.0057,0.0014,0.2675
91,197.7818,13,65.729,2.4014,11.9865,0.1301,0.0098,0.0048,0.0012,0.2132
92,452.6826,29,64.0625,2.5219,12.3054,0.1821,0.0119,0.0058,0.0016,0.2006
93,224.9936,15,66.6686,2.9766,11.328,0.4812,0.0106,0.0059,0.0012,0.2085
94,478.0284,31,64.8497,2.7773,7.4929,0.2195,0.013,0.0097,0.0021,0.3001
95,739.9983,48,64.865,2.5925,11.145,0.1676,0.0108,0.0055,0.0023,0.2632
96,993.8083,64,64.3987,2.4988,6.9628,0.1246,0.0105,0.0055,0.002,0.2281
97,1258.8429,81,64.3448,2.2805,10.8396,0.6008,0.0097,0.0053,0.0015,0.143
98,107.3051,7,65.2346,2.3811,7.1715,0.1435,0.009,0.0046,0.0014,0.1811
99,370.2375,24,64.8233,2.5292,11.4204,0.2065,0.01,0.0056,0.0019,0.2367
100,111.5812,7,62.7346,2.4205,7.9947,0.4771,0.012,0.0056,0.0014,0.2346
101,121.0068,8,66.112,2.4373,13.4545,0.4102,0.0118,0.0062,0.0011,0.2487
102,371.6804,24,64.5716,2.6386,11.074,0.36,0.0105,0.0052,0.0017,0.3439
103,87.1407,6,68.8542,2.5416,10.6783,0.4592,0.0102,0.0056,0.0014,0.2063
104,198.707,13,65.423,2.3169,12.7182,0.1313,0.009,0.0047,0.0019,0.2007
105,103.1918,7,67.8348,2.6502,10.981,0.2311,0.0095,0.005,0.0012,0.5472
106,108.7858,7,64.3466,2.9153,10.9943,2.4122,0.013,0.0435,0.0011,0.288
107,181.9104,12,65.9665,2.534,11.4706,0.2193,0.0108,0.0056,0.0015,0.2516
108,440.2312,28,63.6029,2.5719,9.0434,0.1513,0.0088,0.0046,0.0015,0.5029
109,40.2313,3,74.5688,2.5601,13.4519,0.2119,0.0089,0.0044,0.0021,0.208
110,136.2472,9,66.0564,2.4914,7.5016,0.1026,0.008,0.0045,0.0013,0.1654
111,13.321,1,75.0694,0.0,0.0,0.2655,0.0056,0.0052,0.0,0.0
112,74.1554,5,67.426,2.5081,6.7658,0.1545,0.0092,0.0044,0.001,0.067
113,411.1217,27,65.674,2.254,8.2494,0.1886,0.0204,0.0043,0.0013,0.2138
114,181.7307,12,66.0318,2.4182,11.2441,0.1053,0.0065,0.0029,0.0014,0.2275
115,431.9342,28,64.8247,2.5718,10.3023,0.1709,0.0083,0.0048,0.0017,0.2027
116,703.0042,45,64.011,2.3926,7.4521,0.1518,0.011,0.0049,0.0021,0.1958
117,168.815,11,65.1601,2.5241,11.6473,0.2349,0.0088,0.0035,0.0012,0.2408
118,432.7828,28,64.6976,3.0042,10.4568,0.7293,0.0427,0.026,0.0018,0.5951
119,94.2748,6,63.6437,2.4399,7.3974,0.147,0.011,0.0048,0.0017,0.2369
120,200.6003,12,59.8204,2.5852,10.22,0.7386,0.0105,0.0049,0.0014,0.267
121,469.5222,29,61.7649,2.3545,10.267,1.325,0.0431,0.0061,0.0016,0.2077
122,185.3603,12,64.7388,2.5002,7.535,0.127,0.0096,0.0047,0.0025,0.2122
123,188.2561,12,63.743,2.4898,9.783,0.8815,0.0138,0.0059,0.002,0.2222
124,437.371,28,64.0189,2.4833,6.0586,0.7751,0.0117,0.0059,0.0017,0.1991
125,688.5151,44,63.9056,2.4554,9.5553,0.9173,0.0119,0.0069,0.0014,0.3462
126,952.8856,61,64.0161,2.291,9.6406,0.1539,0.0117,0.0056,0.0016,0.2246
127,107.3779,7,65.1903,2.4876,10.8494,0.4768,0.0201,0.0067,0.0009,0.3722
128,373.0824,23,61.6486,2.3746,9.8178,0.4506,0.0113,0.005,0.0016,0.1955
129,639.8746,40,62.5122,2.3968,7.1912,0.2196,0.0097,0.0049,0.0015,0.1875
130,902.5694,56,62.0451,2.5229,6.6475,0.2364,0.01,0.0068,0.002,0.387
131,89.1317,6,67.3161,2.765,10.7207,0.1331,0.0105,0.005,0.0015,0.2028
132,217.7667,14,64.289,2.5108,6.5698,0.3265,0.0111,0.0052,0.0011,0.1779
133,484.1398,31,64.0311,2.5959,10.2544,1.2694,0.0123,0.0067,0.002,0.2388
134,755.9298,48,63.498,2.4631,6.5974,0.1681,0.012,0.0056,0.0013,0.2419
135,1023.732,65,63.4932,2.544,9.6055,0.7235,0.0111,0.0059,0.0017,0.1911
136,1289.1138,82,63.6096,2.5034,7.0159,0.1304,0.0114,0.0052,0.0017,0.2542
137,1554.6055,99,63.6818,2.4571,10.3951,0.1192,0.01,0.0051,0.0019,0.2108
138,1817.9953,116,63.8065,2.5305,13.1651,0.1339,0.0652,0.0044,0.0018,0.1998
139,72.5178,5,68.9486,2.7558,9.73,0.1437,0.0109,0.0066,0.0013,0.2039
140,327.2579,20,61.1139,2.5102,6.4472,0.2567,0.0108,0.0055,0.0015,0.4924
141,589.296,37,62.7868,2.293,7.3976,0.1839,0.0105,0.0051,0.0018,0.2791
142,843.1526,53,62.8593,2.4932,7.4499,0.1524,0.0116,0.0047,0.0011,0.1876
143,1093.6964,69,63.0888,2.561,6.7677,0.1489,0.0122,0.0051,0.0017,0.2681
144,170.1366,10,58.7763,2.4706,10.0509,0.1377,0.0093,0.0048,0.0012,0.221
145,107.517,7,65.106,2.2367,11.2358,0.1957,0.0103,0.013,0.0016,0.2586
146,357.48,22,61.5419,2.5049,9.6675,0.164,0.0102,0.0059,0.0018,0.2152
147,653.7049,41,62.7194,2.4972,9.9071,0.1866,0.0097,0.0051,0.0014,0.2358
148,89.9511,6,66.7029,2.46,7.1955,0.129,0.0101,0.0052,0.0013,0.2032
149,104.462,7,67.01,2.8478,11.6134,0.1478,0.0102,0.0052,0.0015,0.2562
150,359.1975,23,64.0316,2.6722,7.4346,0.1317,0.011,0.0054,0.002,0.2213
151,11.2067,1,89.2323,0.0,0.0,0.2418,0.0072,0.0054,0.0,0.0
152,278.4681,18,64.6394,2.3962,10.004,0.1487,0.0084,0.0056,0.0015,0.2151
153,953.7053,59,61.864,2.4051,10.9641,0.1269,0.02,0.0052,0.0015,0.1913
154,1224.4431,76,62.069,2.4133,7.2689,0.1331,0.0104,0.0055,0.0017,0.1277
155,182.1185,12,65.8912,2.4041,7.7303,0.145,0.0089,0.0053,0.001,0.1866
156,1294.8678,83,64.0992,2.5293,9.9519,0.1479,0.0101,0.0056,0.0016,0.2956
157,1550.8461,99,63.8361,2.3052,10.5436,0.5227,0.0106,0.0042,0.0015,0.1994
158,1815.3397,116,63.8999,2.5724,7.7769,0.456,0.0115,0.0066,0.0019,0.2425
159,213.6336,14,65.5328,2.2434,8.2335,0.3654,0.0098,0.0052,0.0012,0.1671
160,478.5,31,64.7858,2.3524,10.6477,0.1338,0.0105,0.0052,0.0012,0.1992
161,761.0642,49,64.3835,2.5893,9.8083,0.119,0.0055,0.0028,0.0009,0.2238
162,1011.0984,65,64.2865,2.5673,10.3059,0.1933,0.0088,0.0048,0.0032,0.3031
163,140.1922,9,64.1976,2.3661,8.3192,0.1312,0.0105,0.0043,0.0014,0.2167
164,404.648,26,64.2534,2.8861,11.5494,0.4374,0.0093,0.0058,0.0021,0.2071
165,656.9648,41,62.4082,2.3952,10.1291,0.1385,0.0094,0.0044,0.0017,0.2493
166,907.072,57,62.8396,2.3379,9.6301,0.1477,0.0095,0.0057,0.0018,0.2018
167,74.4814,4,53.7047,2.4775,7.0149,0.8277,0.0135,0.0057,0.0012,0.2974
168,57.382,4,69.7083,2.6011,10.9823,0.1176,0.0102,0.0048,0.0013,0.2008
169,106.72,7,65.5922,2.446,10.2456,0.4379,0.0119,0.0059,0.0011,0.1949
170,356.8822,23,64.447,2.6882,9.322,0.1599,0.0092,0.0055,0.0018,0.273
171,203.6066,13,63.8486,2.346,10.1098,0.132,0.0108,0.0059,0.0021,0.2331
172,107.3138,7,65.2293,2.528,6.6014,0.177,0.0105,0.0058,0.0018,0.2533
173,357.247,21,58.7829,2.2779,9.3147,0.1529,0.0105,0.0053,0.0019,0.2152
174,202.8125,13,64.0986,2.3863,12.1461,0.221,0.0129,0.006,0.0012,0.2415
175,452.6061,29,64.0734,2.3042,8.1179,0.1577,0.0117,0.0063,0.0016,0.2605
176,119.9183,8,66.7121,2.5871,10.4045,0.2136,0.0114,0.0059,0.0014,0.2179
177,373.7028,24,64.2222,2.5861,7.4703,0.2115,0.0109,0.0058,0.002,0.2158
178,635.6865,41,64.4972,2.4842,9.9022,0.097,0.0074,0.005,0.0017,0.2211
179,890.5043,57,64.0087,2.3977,9.5221,0.1303,0.0103,0.0049,0.0021,0.8554
180,186.1164,12,64.4758,2.4748,6.7237,0.1617,0.0109,0.0052,0.0009,0.188
181,435.7159,28,64.2621,2.5302,10.0298,0.3204,0.0102,0.0048,0.002,0.2665
182,689.8985,44,63.7775,2.2906,7.5687,0.2987,0.0649,0.0048,0.0015,0.2021
183,956.8801,61,63.7488,2.3821,7.9206,0.1497,0.0118,0.0058,0.0014,0.1653
184,215.0244,14,65.1089,2.5118,11.4781,0.1973,0.0106,0.0051,0.0014,0.239
185,464.9844,30,64.5183,2.3614,9.7664,0.1995,0.0096,0.0055,0.0017,0.3336
186,72.3149,5,69.142,2.5654,9.7802,0.1033,0.0079,0.0042,0.0013,0.2174
187,339.4394,22,64.8127,2.4758,7.6343,0.195,0.0091,0.0057,0.0014,0.3238
188,181.7384,12,66.029,2.3278,6.1144,0.373,0.0086,0.0046,0.0018,0.5127
189,435.681,28,64.2672,2.5204,7.1145,0.1959,0.0108,0.0054,0.0021,0.1731
190,702.0722,45,64.096,2.3328,9.3731,0.1054,0.0092,0.0045,0.0011,0.2266
191,952.5002,61,64.042,2.4324,9.5396,0.5746,0.0096,0.0059,0.0017,0.2056
192,357.2072,23,64.3884,2.5631,10.2015,0.1598,0.0514,0.0052,0.0014,0.2501
193,607.4647,39,64.2013,2.9461,7.1726,0.1926,0.0106,0.005,0.0014,0.5012
194,252.2526,16,63.4285,2.513,6.4676,0.122,0.0104,0.0056,0.0012,0.1959
195,531.6749,34,63.9489,2.6058,9.6184,0.1335,0.009,0.0051,0.0009,0.2076
196,828.6769,53,63.9574,2.21,11.4449,0.1411,0.0091,0.0049,0.0012,0.249
197,1080.9337,69,63.8337,2.2194,10.7938,1.1617,0.0133,0.0059,0.0012,0.1823
198,1489.4489,95,63.782,2.5687,12.7096,0.1458,0.0115,0.0055,0.0014,0.2084
199,1739.5604,111,63.8092,2.4994,9.7374,0.1472,0.0098,0.0047,0.0017,0.2199
200,1994.0838,127,63.6884,2.4919,7.4079,0.2232,0.0132,0.0056,0.0017,0.2128
201,10.9396,1,91.411,0.0,0.0,0.5996,0.006,0.0048,0.0,0.0
202,231.8353,15,64.7011,2.5264,9.9247,0.1085,0.011,0.0051,0.0016,0.2543
203,481.5218,31,64.3792,2.1851,6.821,0.2034,0.0113,0.0059,0.0016,0.1862
204,845.782,53,62.6639,2.4228,10.3536,0.4331,0.0112,0.0056,0.0014,0.1742
205,173.1009,11,63.5468,2.3738,9.9575,0.3826,0.0109,0.0051,0.0016,0.1978
206,441.2462,28,63.4566,2.508,6.3449,0.1326,0.0128,0.0056,0.0019,0.1292
207,707.4192,45,63.6115,2.4048,11.1329,0.3024,0.0141,0.0063,0.0039,0.2223
208,960.691,61,63.496,2.5319,12.8657,2.3076,0.094,0.0067,0.0014,0.1412
209,1336.0164,85,63.622,2.4503,10.3227,0.1459,0.0102,0.0053,0.0014,0.2136
210,1601.9963,102,63.6706,2.4135,10.6622,0.2362,0.0108,0.0052,0.0019,0.1894
211,1869.8199,119,63.6425,2.4677,12.4616,0.172,0.0112,0.0055,0.0013,0.1993
212,102.9822,7,67.9729,2.6417,10.1366,0.1382,0.0099,0.0054,0.0012,0.2031
213,419.0053,27,64.4383,2.4504,7.0876,0.143,0.0106,0.0063,0.0011,0.222
214,698.4701,45,64.4265,2.4127,7.6078,0.2257,0.009,0.0054,0.0509,0.4756
215,952.3051,61,64.0551,2.3446,10.158,0.1275,0.0091,0.0044,0.002,0.2282
216,1202.5959,77,64.0282,2.606,10.7937,0.1796,0.0103,0.0052,0.0018,0.1968
217,311.2507,20,64.2569,2.5301,6.745,0.1314,0.012,0.0054,0.0011,0.213
218,1928.4506,123,63.7818,2.5074,7.3937,0.7929,0.0103,0.0047,0.0011,0.2537
219,356.0303,21,58.9837,2.5679,11.0163,0.2539,0.0098,0.0045,0.0279,1.1876
220,386.4791,25,64.6866,2.4554,6.7299,0.3995,0.0112,0.005,0.0015,0.209
221,653.4684,42,64.2724,2.5479,9.4783,0.7386,0.0098,0.0052,0.002,0.2433
222,219.5352,14,63.7711,2.4587,10.1313,0.1429,0.011,0.0054,0.0014,0.1761
223,1002.3277,64,63.8514,2.2199,10.0211,0.1926,0.0102,0.0049,0.0016,0.2592
224,1331.8989,85,63.8187,2.4394,9.7096,0.1263,0.0151,0.0055,0.0014,0.22
225,1600.2092,102,63.7417,2.6204,6.9532,0.7251,0.0139,0.0056,0.0013,0.3084
226,1869.8974,119,63.6399,2.7295,6.9101,0.1363,0.0101,0.0051,0.0016,0.2285
227,119.498,8,66.9467,2.5382,7.9294,0.1948,0.0103,0.0054,0.0017,0.2085
228,90.7895,6,66.0869,2.5844,11.0376,0.2057,0.0097,0.005,0.0019,0.2696
229,340.3862,22,64.6325,2.6516,10.3547,0.1425,0.0089,0.0049,0.0021,0.1655
230,77.6319,5,64.4065,2.4057,7.8367,0.2371,0.0091,0.0054,0.0013,0.3624
231,419.3108,27,64.3914,2.3719,7.2481,0.1466,0.0099,0.0051,0.0016,0.2094
232,765.8738,49,63.9792,2.5403,10.9888,0.198,0.0096,0.0051,0.0011,0.2313
233,1019.3269,65,63.7676,2.5814,10.9596,0.1262,0.0097,0.005,0.0021,0.2584
234,1331.6095,85,63.8325,2.2648,9.6538,0.1365,0.0098,0.0051,0.0011,0.8296
235,1707.5572,109,63.8339,2.5751,10.3853,0.1961,0.0112,0.0055,0.0011,0.2261
236,1977.985,126,63.7012,2.2524,10.2613,0.1451,0.0107,0.0071,0.001,0.3519
237,224.9857,14,62.2262,2.824,33.0032,0.5589,0.0107,0.0049,0.0015,0.5887
238,481.8716,31,64.3325,2.4455,7.7575,0.178,0.0088,0.0049,0.0013,0.192
239,735.5712,47,63.8959,2.4587,9.4963,0.1031,0.0097,0.0043,0.0018,0.2006
240,985.3414,63,63.9372,2.4991,11.635,0.1622,0.0378,0.0066,0.0018,0.2227
241,232.7444,15,64.4484,2.2756,11.6882,0.1843,0.0103,0.0055,0.0019,0.2445
242,482.5398,28,58.0263,2.5383,7.3222,0.3266,0.0088,0.0046,0.0017,0.1974
243,190.5633,12,62.9712,2.492,6.8731,0.3094,0.0144,0.0056,0.0013,0.2316
244,182.0112,12,65.93,2.3352,10.8301,0.1977,0.0104,0.0053,0.0017,0.1977
245,186.9682,12,64.182,2.2908,6.4035,0.6361,0.0141,0.0055,0.0013,0.2187
246,452.0261,29,64.1556,2.5072,7.471,0.1205,0.008,0.0047,0.0018,0.2115
247,714.372,46,64.3922,2.5321,9.6548,0.2078,0.0109,0.0051,0.0019,0.217
248,965.458,62,64.2182,2.598,10.4741,0.3204,0.0124,0.0053,0.0016,0.2136
249,1219.3082,78,63.9707,2.4026,6.0988,0.1435,0.0096,0.0055,0.0018,0.2561
250,1485.2589,95,63.9619,2.5923,12.7597,0.3489,0.0109,0.0051,0.0018,0.2174
251,1756.2484,112,63.7723,2.4495,7.1443,0.5208,0.014,0.0059,0.0018,0.214
252,2010.3158,128,63.6716,2.3057,7.511,2.7181,0.0115,0.0059,0.0022,0.2178
253,185.4541,12,64.706,2.4303,7.8455,0.1082,0.009,0.0046,0.0015,0.1888
254,435.9779,28,64.2234,2.5847,7.266,0.1372,0.0102,0.0048,0.0021,0.2133
255,90.6158,6,66.2136,2.6527,6.212,0.1857,0.0101,0.0052,0.001,0.1811
256,164.252,11,66.9703,2.412,7.3157,0.1246,0.0091,0.0046,0.0014,1.3255
257,422.9464,27,63.8379,2.581,6.6282,0.217,0.012,0.0056,0.0016,0.1787
258,686.6261,44,64.0815,2.4394,6.7472,0.7586,0.0118,0.0062,0.0015,0.2316
259,956.7559,60,62.7119,2.4994,6.8165,0.1426,0.011,0.006,0.0021,0.2046
260,1219.9969,77,63.1149,2.5054,7.6443,0.5545,0.011,0.0067,0.0034,0.3534
261,1472.988,93,63.137,2.5204,9.6849,0.1447,0.0118,0.0057,0.0036,0.2295
262,1729.6338,109,63.0191,2.3347,11.478,4.2031,0.0124,0.0047,0.0019,0.2056
263,1982.3218,125,63.0574,2.8674,6.8242,0.7694,0.0111,0.0049,0.0022,0.2042
264,70.2341,5,71.1905,2.4208,7.2734,0.5906,0.01,0.0049,0.0019,0.1777
265,336.063,21,62.4883,2.4788,6.8707,0.1368,0.0113,0.0055,0.0023,0.2754
266,590.2283,36,60.9933,2.3449,7.9617,0.1409,0.0122,0.0051,0.0022,0.2089
267,860.5344,53,61.5896,2.6508,6.4999,3.175,0.011,0.0057,0.0021,0.2053
268,1119.9313,70,62.5038,3.2311,7.108,0.2054,0.0107,0.0054,0.0017,0.2184
269,1388.1608,86,61.9525,2.5311,12.3866,0.7549,0.0092,0.0046,0.0019,0.3544
270,1656.9158,103,62.1637,2.4888,7.8233,0.1407,0.016,0.0053,0.0024,0.1736
271,94.1903,6,63.7008,2.394,6.762,0.2185,0.0306,0.0051,0.0013,0.1831
272,102.841,7,68.0662,2.6187,11.7302,0.1509,0.0137,0.006,0.0014,0.2171
273,369.0963,23,62.3144,2.3052,13.4335,0.1299,0.0104,0.0045,0.0016,0.2227
274,635.3774,40,62.9547,2.437,11.2637,0.147,0.0091,0.0071,0.0014,0.2289
275,194.5566,13,66.8186,2.5559,9.8534,0.1443,0.0089,0.0047,0.0013,0.2478
276,185.5424,12,64.6752,2.3703,12.7212,0.1908,0.0119,0.0056,0.0036,0.2715
277,452.4319,29,64.098,2.4209,10.0519,0.1218,0.0107,0.0068,0.002,0.2033
278,719.4651,45,62.5465,2.6273,8.1501,0.1607,0.014,0.0051,0.0011,0.1902
279,144.3562,10,69.2731,2.4227,9.0265,0.1239,0.0096,0.0059,0.0013,0.2658
280,398.8735,26,65.1836,2.5286,7.4936,0.2023,0.0102,0.0054,0.0015,0.206
281,648.7152,42,64.7434,2.5277,10.9297,0.1347,0.0114,0.0047,0.0017,0.3453
282,908.9979,58,63.8065,2.2816,10.6589,0.8898,0.0112,0.0047,0.0016,0.2411
283,106.3524,7,65.8189,2.6096,9.3151,0.1291,0.0098,0.0062,0.0014,0.2471
284,373.0989,23,61.6459,2.4494,7.3234,0.1419,0.0101,0.0058,0.002,0.2142
285,188.3234,12,63.7202,2.5575,7.5247,0.1274,0.0109,0.0051,0.0014,0.2381
286,182.1354,12,65.8851,2.6217,9.6989,0.325,0.0097,0.0048,0.0016,0.2344
287,184.8138,12,64.9302,2.2206,9.6377,0.1983,0.0095,0.0052,0.0017,0.2365
288,435.4358,28,64.3034,2.6398,10.4764,0.3445,0.0116,0.0057,0.0015,0.2384
