life_no,total_ms,frames,hits,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
1,36.4734,1,0,5.9085,20.2348,0.5447,0.0075,0.021,0.01,0.2762
2,58.2657,3,0,12.2313,46.1342,0.9835,0.0288,0.024,0.005,0.6528
3,32.9677,1,0,6.3248,25.5438,0.2472,0.006,0.0053,0.0015,0.2037
4,250.6581,15,1,51.0671,160.448,3.4599,0.1616,0.0872,15.0523,3.7923
5,61.8357,3,0,12.6686,42.4669,0.9586,0.0308,0.016,0.0038,0.6609
6,95.1468,1,0,19.0923,65.8714,0.4738,0.011,0.0059,0.0012,0.2469
7,220.4824,13,1,44.7879,150.1228,3.4679,0.1353,0.0721,11.0993,2.8998
8,62.9352,3,0,13.5844,48.6303,0.7377,0.0268,0.018,0.004,0.9724
9,1571.2079,99,6,308.8733,1016.6971,21.4394,1.292,0.5334,70.8059,23.1485
10,615.7895,37,2,113.2536,366.1511,8.6052,0.4649,0.1894,22.2258,7.7615
11,1050.1101,66,4,194.7892,638.3663,12.7138,0.668,0.3408,44.9251,13.4231
12,32.7296,1,0,5.3194,14.0982,0.3007,0.0057,0.0046,0.0014,0.2018
13,1050.0728,66,4,194.8665,635.9316,14.7798,0.7352,0.3502,47.6884,14.2978
14,1520.5451,92,6,274.0951,912.6796,20.1973,1.1701,0.4893,66.6528,19.556
15,91.8056,5,0,22.5982,53.9605,1.6329,0.1275,0.0265,0.0061,1.3343
16,28.7652,1,0,5.4646,19.401,0.4408,0.0148,0.0062,0.001,0.322
17,64.4953,3,0,12.801,38.0754,0.391,0.0221,0.0126,0.0029,0.9108
18,172.9357,10,1,32.9876,104.0243,2.0113,0.1526,0.0581,11.2733,2.1846
19,158.4453,7,0,29.7938,110.5714,2.1048,0.0864,0.0421,0.0111,1.7571
20,78.8027,4,0,13.9607,48.1378,1.1374,0.0382,0.0218,0.0058,0.8638
21,91.5102,5,0,17.9155,60.7149,1.1169,0.0518,0.027,0.0057,1.0164
22,316.2812,19,1,56.2671,186.8937,4.5919,0.188,0.1055,11.1161,4.1351
23,500.4803,30,2,94.6213,304.2773,6.4406,0.319,0.153,22.2526,6.8421
24,758.173,43,3,136.4348,467.9118,8.6228,0.4191,0.2165,33.549,9.4822
25,74.5985,4,0,14.7937,55.0024,1.4337,0.0407,0.0211,0.0043,0.9594
26,187.9632,11,1,36.7175,123.816,2.7723,0.2182,0.0631,11.2232,2.2942
27,107.4295,6,0,20.3813,75.6187,1.2484,0.0535,0.0306,0.0072,1.4723
28,35.3389,1,0,6.2468,18.4381,0.4461,0.0061,0.0045,0.001,0.2442
29,122.7207,6,0,23.3484,80.4583,1.521,0.1299,0.0348,0.0065,1.239
30,579.4278,36,2,107.2919,358.5089,6.2475,0.5439,0.1879,22.3866,7.6579
31,707.684,44,3,131.1689,459.1172,8.359,0.4907,0.2187,33.3066,9.4235
32,91.579,4,0,16.7173,62.2498,0.7605,0.0393,0.0202,0.0047,0.9758
33,34.064,1,0,5.9969,18.6985,0.2788,0.0053,0.005,0.0013,0.2147
34,173.8236,9,1,32.016,117.0785,2.2048,0.0901,0.0516,11.6298,2.1269
35,63.1467,3,0,11.2346,41.8182,0.861,0.0293,0.0144,0.0035,0.6294
36,29.2189,1,0,6.1116,21.6004,0.2965,0.0061,0.0059,0.0016,0.2651
37,395.0689,22,2,72.209,272.6363,4.4129,0.2104,0.1159,22.3591,4.5165
38,295.6611,18,1,54.6934,201.748,3.9177,0.1806,0.0968,10.9388,4.2908
39,29.929,1,0,5.5552,21.0256,0.4747,0.0061,0.0049,0.0012,0.2181
40,458.522,27,2,83.8912,311.9602,5.8211,0.2861,0.1456,22.5676,6.1498
41,91.3836,4,0,16.9963,63.4355,1.1553,0.0357,0.0209,0.0049,0.7403
42,32.9044,1,0,5.4598,18.9833,0.3307,0.0064,0.0049,0.0012,0.1979
43,216.3985,13,1,40.945,155.2393,2.8646,0.1256,0.0646,11.3702,3.2582
44,550.7456,33,2,102.9415,361.226,6.1929,0.3888,0.1702,23.0235,6.4785
45,784.3024,45,3,153.8991,508.2557,10.2165,0.5777,0.2405,33.4631,10.0371
46,265.5213,16,1,49.72,177.031,3.4938,0.1752,0.088,12.0264,3.9385
47,802.506,50,3,143.211,495.4372,10.5472,0.5399,0.2557,34.2666,10.2047
48,283.6124,17,1,53.1186,186.876,4.7923,0.2516,0.0913,11.2172,3.8212
49,187.5238,10,0,34.4414,120.0331,2.5199,0.1013,0.0586,0.013,2.3514
50,171.1067,10,1,33.4561,94.8568,2.1954,0.0953,0.0491,11.2151,1.9085
51,62.3084,3,0,11.5266,44.7909,0.7483,0.077,0.0156,0.0034,0.6066
52,37.5361,1,0,5.7895,20.371,0.2802,0.0057,0.0052,0.001,0.1857
53,74.4684,4,0,15.0487,48.4737,1.0532,0.0356,0.02,0.0046,0.9232
54,91.5522,5,1,17.467,54.7801,1.4382,0.044,0.0243,11.4769,1.0415
55,96.1933,5,0,17.1573,57.5559,1.4933,0.0478,0.029,0.0061,1.1083
56,28.4387,1,0,6.3897,22.9815,0.3493,0.0056,0.0056,0.0012,0.1747
57,96.2858,5,0,17.6717,56.4107,0.8003,0.0481,0.0256,0.0064,1.035
58,453.4676,27,2,90.0133,290.5491,6.6672,0.3263,0.1415,22.1404,5.5154
59,79.1949,4,0,13.3413,46.4796,1.0422,0.0456,0.019,0.0039,0.8207
60,33.5607,1,0,5.9251,18.7773,0.3486,0.0054,0.0051,0.001,0.1918
61,153.4235,8,0,28.4886,110.8412,2.0547,0.0762,0.042,0.0098,1.9481
62,282.9757,17,1,54.3578,169.5675,3.3921,0.1967,0.0895,10.9603,3.7169
63,75.7186,4,0,14.0587,48.7757,1.0189,0.0358,0.0187,0.0047,0.9782
64,36.8333,1,0,5.2534,18.8649,0.2968,0.0058,0.0047,0.0012,0.2098
65,154.3391,8,0,28.5425,102.8336,1.9474,0.0745,0.0427,0.01,2.1003
66,108.3511,6,1,19.9106,66.6289,1.6381,0.0599,0.0315,11.2692,1.3097
67,97.1474,5,0,16.2492,53.0553,1.3012,0.0447,0.0265,0.006,1.0622
68,27.7942,1,0,6.0665,23.1885,0.8723,0.0091,0.0059,0.0016,0.2546
69,94.8017,5,0,17.7414,60.7096,1.2998,0.0826,0.0254,0.006,0.9259
70,1300.269,79,5,233.3988,796.4903,15.9316,0.8176,0.4244,55.8991,17.0779
71,234.6047,14,1,43.7076,158.1832,2.8928,0.1436,0.0757,11.3947,3.1482
72,64.7812,3,0,11.0421,42.0993,1.3024,0.2016,0.0155,0.0034,0.5508
73,28.7999,1,0,5.6129,20.354,0.1949,0.0034,0.0045,0.0009,0.2152
74,438.1486,27,2,79.3447,284.5168,5.4271,0.3086,0.142,22.3451,5.853
75,287.2207,17,1,51.9532,181.6078,3.2688,0.1947,0.0911,11.2624,4.1715
76,779.3954,46,3,142.657,517.4406,9.6807,0.4662,0.2505,33.7438,10.4017
77,82.9931,4,0,13.9286,42.8623,1.3973,0.0335,0.0201,0.0044,0.8873
78,262.5263,16,1,48.9221,166.5834,2.8186,0.1898,0.08,11.4323,3.3294
79,1428.9454,89,5,264.0713,889.3235,18.6405,0.884,0.4562,59.5509,18.3002
80,108.6378,6,0,22.0924,76.6232,1.2721,0.0536,0.0307,0.0069,1.3605
81,32.1419,1,0,5.5776,18.9572,0.5101,0.0057,0.0052,0.0011,0.1895
82,154.5084,8,0,29.5817,86.7747,1.8523,0.0777,0.0395,0.0093,1.7255
83,141.2629,7,0,29.5656,103.3674,2.1724,0.0626,0.0362,0.0087,1.6702
84,33.3815,1,0,5.8699,18.5462,0.3118,0.0051,0.0047,0.0012,0.1765
85,108.1951,6,0,21.2787,59.0786,1.4444,0.0526,0.0291,0.0076,1.3195
86,158.5906,9,1,30.9721,107.995,1.6591,0.0848,0.0468,11.2137,1.9415
87,107.4942,6,0,20.7567,71.9129,1.5378,0.0547,0.0299,0.0063,1.2493
88,29.1566,1,0,5.7682,17.5871,0.3868,0.0058,0.0046,0.0011,0.2098
89,79.5004,4,0,14.3041,44.6089,0.7488,0.0358,0.0204,0.0045,0.9132
90,33.1825,1,0,5.502,20.6786,0.3135,0.0067,0.0048,0.0013,0.1986
91,361.6815,19,1,65.2243,218.2449,4.097,0.1777,0.0959,11.1098,4.0362
92,529.8314,30,2,99.3006,326.7956,7.2082,0.2963,0.1539,22.2077,6.0928
93,62.8694,3,0,11.639,43.0156,1.006,0.0251,0.0137,0.003,0.6005
94,32.8468,1,0,6.3258,21.1088,0.3352,0.0074,0.0051,0.0019,0.2257
95,22540.3928,54,3,161.3852,510.8157,11.8332,0.575,0.2741,33.8,11.1099
96,10698.9097,3,0,4473.6091,12847.272,2.3559,0.0775,0.0175,0.004,1.6274
97,218.5517,3,0,25.0465,84.8605,0.6108,0.0235,0.0142,0.0035,0.6819
98,280.8069,1,0,46.1582,167.262,1.0977,0.008,0.0044,0.0009,0.2382
99,64.269,3,0,10.153,40.5914,0.5776,0.0254,0.0158,0.0035,1.2259
100,27.2588,1,0,5.0958,17.5143,0.8585,0.006,0.0046,0.0009,0.261
101,62.3311,3,0,9.869,44.52,0.475,0.0215,0.0129,0.003,1.1502
102,317.1961,19,1,49.3014,163.0298,3.7758,0.1965,0.1045,15.4612,5.0222
103,74.9007,4,0,12.7316,41.5049,0.9062,0.0292,0.0225,0.0046,0.787
104,875.2105,1,0,135.2484,484.6931,0.5084,0.0072,0.0051,0.0011,0.204
105,428.9233,11,0,62.5295,212.0678,2.2829,0.1059,0.0552,0.0124,2.182
106,50.7693,2,0,8.7364,37.7021,0.8086,0.0159,0.0116,0.0024,0.5213
107,125.457,5,0,32.1732,96.1521,1.4001,0.0579,0.0325,0.0079,1.3415
108,90.6897,1,0,17.6777,66.0514,0.3391,0.0064,0.0058,0.0012,0.1767
109,175.1633,9,0,32.1551,109.7768,1.5353,0.1037,0.051,0.0119,2.1231
110,28.7145,1,0,5.9235,21.9849,0.7319,0.0059,0.0044,0.001,0.1492
111,96.4842,5,0,17.4276,53.5353,1.2867,0.0526,0.0326,0.0083,1.1707
112,77.6732,4,0,13.2016,46.8679,0.9946,0.0799,0.021,0.005,0.8215
113,736.2076,1,0,117.9094,412.9366,0.3513,0.0082,0.0057,0.0009,0.2164
114,908.4734,2,0,144.1513,518.932,0.5827,0.013,0.0098,0.0019,0.5562
115,4308.5319,1,0,704.01,2697.5945,0.2338,0.0063,0.0051,0.0014,0.2475
116,6970.8712,1,0,1097.1213,3979.1569,0.4797,0.006,0.0052,0.0011,0.3264
117,29.2367,1,0,4.8907,17.2799,0.3701,0.0059,0.0055,0.0009,0.1705
118,32.8276,1,0,4.903,14.7613,0.6522,0.0057,0.0046,0.001,0.1912
119,45.9557,2,0,7.1946,30.239,0.6293,0.0602,0.0093,0.0022,0.4666
120,32.5937,1,0,4.7134,16.932,0.2841,0.0051,0.0048,0.0009,0.1965
121,784.3787,30,2,122.244,454.4529,6.5801,0.3201,0.1568,22.2946,6.9355
122,348.8171,21,2,54.5695,198.1515,5.1889,0.2532,0.128,22.424,5.5546
123,62.6637,3,0,9.8437,31.9906,1.1477,0.0689,0.0141,0.0037,0.8497
124,28.6444,1,0,5.0897,19.8544,0.3156,0.0053,0.0052,0.0009,0.2258
125,48.2579,2,0,7.6269,28.048,0.2868,0.0115,0.0084,0.0019,0.4767
126,32.0169,1,0,5.0595,17.6076,0.791,0.0772,0.0084,0.0028,0.2374
127,157.1287,9,1,28.8557,88.4274,3.1012,0.0805,0.0457,11.2744,1.7711
128,62.1254,3,0,10.3103,31.9036,1.1827,0.0951,0.0142,0.0042,0.637
129,32.9203,1,0,4.9852,18.0899,0.563,0.0071,0.0059,0.0016,0.3229
130,91.9183,5,0,14.9609,55.296,1.1096,0.0401,0.0233,0.0053,1.5679
131,1662.3479,7,1,260.6041,884.1818,2.4674,0.0607,0.0367,10.9166,1.5435
132,45.9461,2,0,6.9936,25.5052,0.8244,0.0147,0.0091,0.0027,0.4929
133,28537.4385,3,0,7.0847,24.455,0.6047,0.0237,0.0146,0.0028,1.023
134,47.6765,2,0,7.8917,23.7535,1.1105,0.0216,0.0112,0.0019,0.3848
135,10780.9355,8,0,3703.0068,11164.279,3.427,0.0795,0.0411,0.0085,1.673
136,45.6148,1,0,7.0669,26.8236,0.2952,0.0638,0.0054,0.0011,0.2395
137,520.5402,1,0,71.2199,264.7618,0.4329,0.0057,0.0047,0.0011,0.2325
138,62.6613,3,0,9.78,35.1008,0.7966,0.0298,0.0155,0.004,0.7236
139,33.0386,1,0,4.9591,18.8443,0.6737,0.0386,0.0078,0.0018,0.2506
140,63.1968,3,0,9.959,32.5875,0.5509,0.0237,0.014,0.0034,0.7298
141,407.6435,25,2,64.675,232.0221,5.8921,0.2952,0.1339,22.6723,4.7956
142,76.9282,4,0,13.212,49.2605,1.5585,0.0341,0.0215,0.0048,0.8282
143,30.9222,1,0,4.8439,17.1347,0.7914,0.008,0.0054,0.0015,1.0292
144,175.1969,10,1,28.0068,97.6556,4.4965,0.1589,0.062,11.1425,2.0331
145,263.217,16,1,44.3487,169.7584,5.7285,0.1811,0.0848,11.2545,3.5734
146,281.8122,14,1,40.7414,151.9555,2.7399,0.1375,0.0764,11.0522,3.0525
147,95.9684,5,0,14.4484,52.2292,1.0298,0.0395,0.024,0.0056,1.0966
148,29.4702,1,0,5.0388,17.6608,0.2466,0.0046,0.0051,0.0013,0.1696
149,249.0131,1,0,26.9692,96.9654,0.235,0.0232,0.0048,0.001,0.2235
150,79.3925,4,0,13.3255,44.9897,1.5753,0.0326,0.02,0.0044,1.1098
151,188.0271,5,0,30.1686,106.2151,1.2141,0.0441,0.0264,0.006,1.0888
152,48.9558,1,0,7.5855,34.3762,0.5764,0.0066,0.005,0.0012,0.2063
153,45.68,1,0,7.7111,30.2933,0.3042,0.0061,0.0047,0.0008,0.262
154,46.2923,1,0,7.6086,28.5686,0.2561,0.0051,0.0044,0.0009,0.3212
155,237.5047,12,0,37.2099,140.8432,1.9924,0.1388,0.0622,0.0141,2.9586
156,108.4368,4,0,17.4134,65.1931,0.7664,0.0329,0.0204,0.0047,0.8354
157,63.3945,2,0,9.6315,33.0145,0.4717,0.0157,0.0103,0.0024,0.3908
158,248.1093,15,1,39.1847,141.9738,4.6836,0.1457,0.0903,11.0746,3.4739
159,29.5056,1,0,5.2096,18.6513,0.3099,0.0069,0.0054,0.0011,0.193
160,37.3236,1,0,5.1948,15.4813,0.3435,0.0055,0.005,0.001,0.149
161,16941.8497,2,0,39.032,115.158,0.974,0.0477,0.0111,0.0021,0.4638
162,11453.6884,7,0,4121.0667,12383.8223,1.6784,0.2128,0.0435,0.0102,1.509
163,61.7547,3,0,9.9616,40.3236,0.8376,0.0261,0.0143,0.0028,0.6347
164,403.4844,1,0,58.1024,178.6696,0.5398,0.0089,0.0042,0.0007,0.1866
165,50.2872,1,0,7.4059,24.5128,0.1808,0.0033,0.0038,0.0008,0.2456
166,74.7157,4,0,12.6454,47.0893,0.9197,0.0342,0.0204,0.0044,0.9024
167,1345.1778,81,3,206.8897,747.5556,18.0444,0.8654,0.4161,37.9204,17.2845
168,379.2946,11,1,49.7266,185.0052,1.9874,0.1491,0.0532,11.2648,3.0643
169,62.5768,2,0,9.6732,35.7452,0.5362,0.0346,0.0105,0.0028,0.9303
170,45.6647,1,0,7.311,26.6314,0.5357,0.0048,0.0044,0.0011,0.1717
171,33.6152,1,0,5.0071,18.1727,0.4279,0.0071,0.0044,0.0012,0.2833
172,28.3329,1,0,4.7248,18.4155,0.3273,0.0082,0.0054,0.001,0.1837
173,158.2745,2,0,26.0682,94.124,0.727,0.013,0.0099,0.0024,0.4144
174,300.9068,17,1,47.806,170.2726,3.8782,0.1682,0.0857,10.9811,3.9714
175,42129.7123,2,0,154.6269,507.8981,0.8379,0.0191,0.0111,0.0027,0.5613
176,187.816,2,1,43.2885,163.331,0.649,0.0846,0.0122,12.2724,0.3278
177,2015.1614,126,6,317.2336,1274.715,29.5798,1.3228,0.6264,70.6313,30.1225
178,62.1513,3,0,9.5473,35.1972,0.5655,0.0292,0.0141,0.0034,0.6454
179,32.7941,1,0,4.8423,14.4162,0.2918,0.0054,0.0048,0.0008,0.4216
180,562.5155,35,0,87.863,343.7686,6.8093,0.4507,0.1737,0.039,9.0235
181,29.3312,1,0,4.897,22.9999,0.4315,0.0041,0.0044,0.0008,0.2727
182,49.5379,2,0,7.1809,30.0405,0.4167,0.0185,0.0106,0.0026,0.4491
183,112.2181,6,0,16.8982,63.4906,1.0102,0.053,0.0301,0.0061,1.2797
184,141.4686,3,0,22.3085,85.7522,0.8407,0.0232,0.0155,0.0035,0.7263
185,62.6643,3,0,9.4723,35.417,0.7094,0.0236,0.0138,0.0032,0.9117
186,62.4262,2,0,9.5891,30.5039,0.6731,0.0165,0.0108,0.0025,0.4296
187,170.4885,10,0,25.8868,96.533,1.718,0.1111,0.0466,0.01,2.9476
188,1162.5469,5,1,177.1789,614.6669,1.1318,0.0438,0.0263,11.1087,1.0211
189,96.0072,5,0,14.5761,53.1124,1.373,0.0425,0.0245,0.0058,0.9684
190,33.0987,1,0,4.8628,19.5916,0.3253,0.0062,0.0046,0.0012,0.2337
191,75.2384,4,0,11.8352,46.9837,1.0998,0.0408,0.0189,0.0047,1.0775
192,174.3692,10,1,31.2289,103.6987,2.4748,0.1171,0.0512,11.2481,2.4024
193,93.0055,5,0,15.1235,58.8141,1.3391,0.0471,0.0326,0.0072,1.2002
194,790.7955,48,3,132.4248,493.0049,11.3208,0.7687,0.2388,33.6761,12.0968
195,294.6648,18,1,52.0192,168.9005,5.2161,0.1868,0.0947,11.2941,4.3483
196,533.0667,32,2,85.5922,317.1184,7.2274,0.3266,0.1604,22.5848,7.3448
197,288.3598,17,1,44.8173,186.0306,3.7454,0.2998,0.0921,11.2669,4.5345
198,57.4111,3,0,9.8702,41.4707,0.5185,0.0274,0.0153,0.0037,0.8285
199,62.3878,3,0,9.6446,36.0642,0.6847,0.0251,0.0136,0.0034,0.8427
200,30.2625,1,0,4.9614,23.1068,0.1879,0.0032,0.0047,0.0009,0.4309
201,363.5083,21,1,60.5194,206.3229,5.7241,0.2111,0.1124,11.2467,4.8779
202,59.9834,3,0,9.794,35.3814,0.9109,0.0288,0.0139,0.0028,0.6052
203,33.3629,1,0,4.7815,14.1321,0.4303,0.006,0.005,0.001,0.2034
204,283.3427,17,1,46.1419,170.641,3.3265,0.1682,0.0857,10.9813,3.9872
205,62.2984,3,0,10.0625,41.7871,0.963,0.0298,0.0143,0.0033,0.6221
206,362.724,22,2,56.5568,201.1165,4.2726,0.2312,0.1099,22.0853,4.8625
207,658.0275,39,2,103.4789,355.6101,9.4017,0.6024,0.1996,22.7109,9.8513
208,487.1655,30,2,76.337,286.192,5.1113,0.4927,0.1482,22.0967,6.617
209,78.7476,4,0,12.4582,45.9525,1.238,0.0382,0.0208,0.0046,1.1043
210,1351.2935,84,5,211.2223,798.6428,19.4545,1.0241,0.433,56.0547,19.7531
211,67.1571,3,0,9.7752,33.1135,0.5573,0.0218,0.0162,0.0035,0.7499
212,519.4946,32,2,81.4219,331.5812,8.4991,0.3187,0.1669,22.457,8.0347
213,1099.4411,69,3,178.3756,646.1409,14.4433,0.6689,0.3548,33.1786,16.1845
214,45.7252,2,0,7.027,26.2358,0.5528,0.014,0.0093,0.0022,0.445
215,171.071,9,1,26.1336,107.954,2.0752,0.1401,0.0471,10.9585,1.7404
216,345.7731,19,1,56.4,198.7573,3.4826,0.4129,0.1019,11.1084,4.1592
217,61.9593,3,0,9.5,37.7831,0.8723,0.0279,0.0146,0.0029,0.6358
218,33.2818,1,0,4.7071,17.8073,0.2259,0.0041,0.0043,0.0011,0.2218
219,612.2192,37,1,95.6853,350.3044,8.7735,0.4732,0.1917,11.182,9.0614
220,283.516,17,1,51.4285,162.7517,3.5587,0.2304,0.0928,11.485,3.6698
221,61.9228,3,0,10.2961,39.6629,1.0557,0.0275,0.0157,0.0037,0.6701
222,29.3471,1,0,4.9484,17.2986,0.4638,0.0059,0.0048,0.0014,0.2142
223,303.6612,16,1,47.8193,186.306,4.4541,0.2089,0.0856,11.285,3.2486
224,60.8981,3,0,11.8543,37.4587,0.8471,0.0236,0.1017,0.0033,0.9612
225,410.7341,24,1,66.6201,246.4144,5.3408,0.2773,0.1209,11.3403,5.6858
226,61.7893,3,0,9.688,40.4922,0.888,0.0249,0.014,0.0032,0.6365
227,282.5256,17,1,45.5027,169.0119,4.0054,0.1563,0.0884,11.7787,3.574
228,279.504,17,1,50.8671,156.4223,4.1453,0.3495,0.0878,11.4441,4.1146
229,79.2663,4,0,12.1398,47.1237,1.1969,0.0392,0.0201,0.0051,0.9778
230,33.2144,1,0,4.734,20.3177,0.2965,0.0132,0.0044,0.0008,0.1968
231,79.1019,4,0,12.451,54.7264,1.1284,0.0319,0.0208,0.0048,0.8332
232,29.5138,1,0,5.5679,26.6462,0.3952,0.0053,0.0047,0.0013,0.279
233,95.3156,5,0,14.2449,58.3516,1.6092,0.052,0.0267,0.0066,1.3137
234,158.3488,9,1,24.9598,83.3866,1.9501,0.1222,0.0504,11.0171,1.9079
235,78.8944,4,0,12.4742,44.1293,1.586,0.0384,0.0215,0.0052,0.871
236,29.195,1,0,4.8298,20.5018,0.3088,0.0052,0.0057,0.001,0.1831
237,250.5369,15,1,40.6481,151.8941,3.4729,0.1435,0.0743,11.3642,3.5397
238,188.043,11,1,30.3975,128.916,2.2247,0.0983,0.0549,11.2052,2.7242
239,77.1382,4,0,12.5652,44.3578,0.801,0.0356,0.0213,0.0046,0.8399
240,283.8357,16,1,49.6979,166.6924,3.8947,0.23,0.0829,11.1565,3.5424
241,61.4544,3,0,9.6457,42.5887,0.5357,0.0227,0.0137,0.0036,0.8004
242,125.4618,7,0,22.1494,71.453,2.0844,0.1066,0.0377,0.0103,2.1691
243,314.0319,18,1,48.8128,194.3074,4.6316,0.1851,0.0906,11.326,3.7378
244,1006.3249,63,3,161.488,573.1536,13.2193,1.0247,0.3324,33.1655,14.8899
245,204.381,12,1,31.8943,123.0886,2.9727,0.1284,0.0659,10.9671,2.4592
246,312.4015,18,1,49.8605,197.2694,4.2121,0.1791,0.0934,11.2216,4.1309
247,312.2389,17,1,48.8773,183.154,3.5541,0.1578,0.0826,11.0881,4.087
248,518.7725,32,2,82.8274,318.1867,5.7687,0.632,0.1633,22.4566,7.548
249,173.1102,9,0,27.9925,103.785,2.4469,0.0885,0.0471,0.0106,2.0854
250,78.8055,4,0,12.3771,45.4177,0.9187,0.038,0.0229,0.006,0.9582
251,29.4163,1,0,4.8238,18.6097,0.361,0.0054,0.0049,0.001,0.1984
252,78.5442,4,0,12.4585,45.9391,0.8752,0.033,0.0205,0.0045,1.4412
253,141.7267,7,1,22.2268,95.0482,1.6667,0.0588,0.0354,11.2511,1.7089
254,78.5071,4,0,12.7751,40.2098,0.7536,0.0325,0.0202,0.0042,0.8878
255,234.0618,14,1,37.5848,135.5069,2.7381,0.1738,0.0716,11.2769,2.9161
256,1687.2244,104,5,267.7033,944.5064,28.2932,1.5698,0.5343,56.7898,26.0257
257,74.3223,4,0,12.0305,43.6766,0.8448,0.0342,0.021,0.0046,0.836
258,113.3726,6,0,18.07,69.887,2.08,0.0613,0.0623,0.0075,1.9115
259,233.1595,14,1,37.6756,137.5503,3.2429,0.1398,0.0719,11.468,3.0984
260,66.0162,3,0,9.7629,39.7292,1.0475,0.0302,0.0169,0.004,0.6091
261,815.8298,51,3,128.9338,474.0269,13.1429,0.9568,0.3831,33.724,12.7156
262,455.538,28,1,72.2419,272.9815,6.8919,0.2994,0.147,12.1105,6.5865
263,161.2471,9,1,25.844,97.7498,2.5539,0.0871,0.0461,11.1026,1.8853
264,62.664,3,0,9.4388,38.8558,0.8131,0.0248,0.0136,0.0033,0.6414
265,220.6702,13,1,35.2634,140.9219,4.7588,0.1328,0.0713,11.369,3.3868
266,233.4305,14,1,36.8412,143.7723,3.0383,0.1258,0.0733,11.265,3.0808
267,1887.1249,115,6,294.955,1161.6361,22.8861,1.2435,0.6203,66.3811,28.5959
268,880.5383,53,2,137.9993,576.3153,9.893,0.6506,0.2729,22.4665,12.3747
269,61.0912,3,0,9.5579,40.48,0.7047,0.0268,0.0159,0.0035,0.672
270,475.2091,29,2,75.1195,314.7559,6.6157,0.2858,0.157,23.2955,6.2646
271,220.7901,12,1,35.4761,133.2445,2.1714,0.1097,0.0615,11.3403,2.919
272,233.2412,14,0,37.2262,154.5823,8.4957,0.2012,0.0768,0.0208,3.3905
273,50.188,2,0,7.5238,30.8174,0.676,0.0136,0.011,0.0019,0.3527
274,770.056,48,2,125.2552,450.8832,9.2972,0.6929,0.2458,22.2025,11.2814
275,62.5544,3,0,9.6586,32.0209,0.8865,0.0251,0.0161,0.0036,0.5948
276,34.6659,1,0,4.8101,13.3475,0.222,0.0043,0.0048,0.0009,0.4338
277,107.281,6,1,17.6392,59.7561,2.8415,0.0679,0.0328,11.4748,1.4002
278,423.9052,26,1,70.4659,274.9932,24.1041,0.3358,0.141,11.1766,6.8507
279,237.6936,13,1,35.3482,152.8315,3.1973,0.1953,0.0678,10.9925,3.13
280,267.0095,16,1,41.9746,155.8994,3.8881,0.1548,0.081,11.2656,4.2894
281,328.3159,19,1,55.1244,188.8562,3.2373,0.246,0.0981,11.0899,3.9458
282,142.8064,7,0,22.9906,84.6601,1.2039,0.0626,0.0356,0.0077,1.6131
283,32.4764,1,1,4.9992,16.0132,0.2921,0.0044,0.005,11.5145,0.1795
284,2012.8839,126,6,313.4565,1200.4184,31.1727,1.7379,0.8736,68.1034,29.7722
285,191.2055,10,1,28.8511,109.6289,2.2542,0.0907,0.0513,11.3282,1.8482
286,1599.7943,100,5,248.0091,917.865,20.0668,1.0431,0.5141,56.4825,23.0219
287,79.2871,4,0,12.282,40.0126,1.1759,0.0344,0.0222,0.0047,0.8785
288,29.2928,1,0,5.3853,24.7085,0.2478,0.0044,0.005,0.0014,0.2267
