hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
1,169.8687,10,58.869,3.4708,23.3823,0.3546,0.0121,0.0051,0.0017,0.4434
2,544.307,34,62.4647,3.4662,32.2288,0.4633,0.0171,0.007,0.0014,0.3596
3,855.2983,54,63.1359,3.262,32.0682,0.5125,0.0106,0.0052,0.0016,0.3516
4,135.9544,9,66.1987,3.473,40.4465,0.6059,0.0137,0.0056,0.0016,0.3339
5,514.8509,33,64.0962,3.757,35.2433,0.2802,0.0134,0.0053,0.0021,0.261
6,136.3682,9,65.9978,3.6358,40.897,0.3112,0.0136,0.0063,0.0017,0.3091
7,449.3296,29,64.5406,3.697,33.901,0.406,0.04,0.0068,0.0016,0.3291
8,718.1245,46,64.0557,5.7396,28.3776,0.2168,0.0146,0.0051,0.0014,0.2784
9,247.857,16,64.5534,3.472,31.7938,0.1219,0.0083,0.0048,0.0014,0.316
10,501.126,32,63.8562,3.7017,36.931,0.6141,0.0189,0.0057,0.0016,0.3333
11,11.244,1,88.9363,0.0,0.0,0.7713,0.0071,0.0065,0.0,0.0
12,14.1018,1,70.9129,0.0,0.0,0.74,0.0064,0.0054,0.0,0.0
13,277.4916,18,64.8668,3.5712,35.835,0.1356,0.0128,0.0059,0.0014,0.3901
14,536.0881,34,63.4224,6.653,30.6621,1.8413,0.014,0.0052,0.0016,0.3139
15,149.1382,9,60.3467,3.3857,29.9747,0.6258,0.01,0.0053,0.0027,0.405
16,508.9173,32,62.8786,4.5714,29.6595,0.6683,0.0163,0.0071,0.0014,0.3132
17,838.1181,53,63.2369,5.0959,29.495,0.5209,0.0112,0.0061,0.0014,0.355
18,1248.8971,79,63.2558,3.9218,29.121,0.385,0.0104,0.0059,0.0014,0.2935
19,131.9897,9,68.1871,4.8602,30.4147,0.3338,0.0164,0.0062,0.0017,0.3629
20,414.444,27,65.1475,3.2326,32.6472,0.4365,0.0111,0.0058,0.0016,0.3416
21,744.1398,48,64.504,3.8112,31.7311,0.6778,0.0118,0.0053,0.0018,0.2557
22,135.2609,9,66.5381,3.3596,31.4513,0.1229,0.0103,0.0053,0.001,0.3797
23,386.9004,25,64.6161,3.4441,31.2651,0.4582,0.0422,0.0063,0.0025,0.3421
24,686.4703,44,64.096,3.4795,36.9359,0.5632,0.02,0.0052,0.0016,0.3496
25,952.0409,61,64.0729,3.6052,29.9,0.1342,0.0117,0.0055,0.0013,0.276
26,213.9696,14,65.4299,3.4875,30.9301,0.1352,0.0096,0.0051,0.0012,0.3144
27,583.965,37,63.36,4.0815,35.2688,5.1264,0.0129,0.0062,0.0019,0.3307
28,855.8715,55,64.262,3.2344,30.1789,0.1568,0.0102,0.0051,0.0019,0.2931
29,141.3322,9,63.6798,3.6565,34.5707,0.4601,0.0129,0.0055,0.0016,0.2874
30,498.6469,32,64.1737,3.4497,40.4656,0.3247,0.008,0.0047,0.0013,0.3213
31,877.746,56,63.7998,3.1196,34.6983,0.4557,0.0118,0.0065,0.0015,0.3141
32,1183.4148,75,63.3759,6.8797,23.0241,0.3495,0.0134,0.0074,0.0014,0.3578
33,24.6574,2,81.1116,3.7061,34.7601,0.3925,0.0093,0.0058,0.0012,0.3245
34,506.804,32,63.1408,6.7874,31.6619,4.341,0.0123,0.0061,0.0012,0.2828
35,846.6595,54,63.7801,4.0211,33.2686,0.5128,0.0114,0.0066,0.0017,0.4175
36,125.4768,8,63.7568,11.426,27.4015,0.9723,0.0173,0.0073,0.0013,0.4582
37,277.9769,18,64.7536,3.4595,25.323,0.4072,0.009,0.0061,0.0012,0.294
38,11.3908,1,87.7901,0.0,0.0,0.2989,0.0089,0.0068,0.0,0.0
