life_no,total_ms,frames,hits,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
39,32.9006,1,1,5.5762,24.8783,0.2945,0.0076,0.0064,11.4297,0.286
40,216.9491,12,0,42.6434,165.4197,2.9447,0.1282,0.0905,0.0179,2.9332
41,32.7948,1,0,5.7565,25.0084,0.3746,0.0057,0.0049,0.0011,0.1952
42,158.6252,9,1,28.754,106.2568,1.8539,0.0845,0.045,11.342,2.0494
43,105.0842,6,0,22.6755,81.0599,1.498,0.1497,0.0327,0.0082,1.3318
44,31.6542,1,0,5.5736,22.2302,0.3506,0.0065,0.0092,0.0034,0.2231
45,201.7237,11,0,36.924,131.4831,1.909,0.1288,0.0604,0.0152,2.4672
46,144.4477,7,0,26.031,82.6287,1.4155,0.0648,0.0363,0.0096,1.519
47,29.6527,1,0,5.4304,21.6899,0.2475,0.0071,0.0044,0.001,0.2745
48,173.1161,9,0,32.3951,120.2816,4.2933,0.0913,0.0477,0.0126,3.6397
49,28.7339,1,0,5.7071,17.3943,0.242,0.0046,0.0047,0.0014,0.2057
50,142.7656,7,0,24.7823,80.5487,1.3602,0.103,0.0351,0.0099,1.807
51,32.5242,1,0,5.7756,23.3928,0.2355,0.0044,0.0047,0.0014,0.2334
52,691.4038,40,2,130.9885,431.5931,15.4867,0.4438,0.2142,22.3247,9.8358
53,216.6116,12,1,40.6428,141.7695,2.866,0.1125,0.0611,11.2763,2.6454
54,299.9687,16,1,54.2909,175.1866,2.8333,0.1585,0.0816,11.1813,3.3234
55,107.8881,6,0,20.271,69.1328,0.908,0.057,0.0306,0.008,1.3106
56,97.8786,5,0,18.9135,53.6055,0.9497,0.0616,0.0258,0.0081,1.1333
57,31.5726,1,0,5.7917,21.9284,0.9022,0.0078,0.0057,0.001,0.5389
58,203.8182,12,1,36.4574,123.2962,2.7212,0.1107,0.0607,11.1109,2.535
59,608.0654,38,2,114.6772,374.6299,8.0727,0.484,0.2049,22.4819,8.5393
60,78.7829,4,0,14.0672,52.8135,1.5545,0.0348,0.0208,0.0061,1.1625
61,220.9138,12,1,40.4738,130.0115,2.5896,0.1165,0.063,11.5477,2.678
62,79.1015,4,0,14.0532,47.5019,0.8123,0.0442,0.0205,0.0052,0.8586
63,218.3303,12,1,43.4726,144.2322,3.2314,0.2394,0.0648,11.1018,2.5785
64,61.6488,3,0,11.3406,41.627,0.8893,0.026,0.0157,0.0045,0.6469
65,32.4811,1,0,5.8569,19.8735,0.3264,0.0058,0.005,0.0011,0.1794
66,141.5108,6,0,24.9456,87.4793,1.2063,0.0547,0.0317,0.0086,1.2267
67,78.8324,4,0,14.7379,47.1627,0.9005,0.034,0.0199,0.0051,0.7732
68,170.8716,10,1,32.274,94.9396,1.8681,0.1001,0.0534,11.4,2.0422
69,62.5852,3,0,11.1643,41.0111,0.9664,0.0218,0.0142,0.0038,0.7985
70,32.5871,1,0,5.3897,20.2194,0.1876,0.0033,0.0043,0.001,0.2374
71,216.9644,13,1,39.1334,144.9262,2.8167,0.133,0.0686,11.3255,3.0822
72,78.7793,4,0,13.9404,46.4945,1.2358,0.0381,0.0205,0.0059,1.0005
73,29.6549,1,0,5.7,18.349,0.3275,0.0061,0.0053,0.0014,0.314
74,95.1622,5,0,16.4867,54.9547,1.437,0.106,0.0232,0.0065,1.0328
75,420.4856,26,1,78.8366,240.058,6.0081,0.2771,0.1379,11.1378,5.8648
76,191.381,10,1,33.9546,105.0904,2.7297,0.1033,0.053,10.918,2.0688
77,233.615,14,1,43.9311,138.3049,2.7928,0.2069,0.0756,11.1485,3.1127
78,221.1483,11,1,41.0343,134.5638,2.0039,0.1052,0.0592,11.7969,2.7765
79,74.856,3,0,14.5087,55.2137,0.6556,0.0283,0.0165,0.0044,0.8513
80,111.9836,6,0,19.7401,58.9227,1.4328,0.0623,0.0335,0.0091,1.4146
81,75.0407,4,0,14.917,52.7758,1.2775,0.0346,0.0237,0.0069,0.9384
82,49.0501,1,1,8.2861,24.4558,0.4865,0.0053,0.0045,11.1413,0.3503
83,780.1669,1,0,141.38,459.2775,0.5186,0.0062,0.0049,0.0011,0.2246
84,65.594,3,0,10.8843,36.8807,0.6894,0.022,0.0144,0.0037,0.6322
85,142.1966,8,1,26.2295,81.0318,1.481,0.0821,0.0427,11.0585,1.6519
86,62.9419,3,0,14.847,36.5242,0.7353,0.0268,0.0152,0.0036,0.618
87,29.4702,1,0,6.5833,23.6728,0.5507,0.0107,0.0057,0.0015,0.2352
88,110.6894,6,0,19.582,72.4883,1.9796,0.0611,0.0309,0.0097,1.2775
89,109.1988,6,1,20.2041,65.945,1.7005,0.0487,0.0304,11.4024,1.5494
90,815.5687,12,1,148.6792,496.7355,2.3851,0.1745,0.0638,12.004,2.9992
91,187.9679,9,0,34.4555,120.9642,2.3405,0.1685,0.0493,0.0128,1.9598
92,172.3448,10,1,31.6976,101.3899,2.5337,0.1066,0.0553,15.1919,2.1329
93,452.9302,27,2,85.8574,285.9308,5.5103,0.5254,0.137,23.0311,5.8434
94,257.7393,14,1,48.3798,164.9786,3.5645,0.1387,0.0684,11.119,3.3465
95,292.5314,18,1,56.2757,182.7019,3.9786,0.1857,0.0915,11.4446,3.9804
96,257.7929,14,1,50.0147,159.3326,2.9064,0.2926,0.0722,11.5746,3.1879
97,220.06,13,1,41.3577,130.1423,2.9786,0.1269,0.0663,11.5147,2.8273
98,74.4806,4,0,15.0277,43.6927,1.2003,0.0405,0.0213,0.0054,0.9961
99,28.5408,1,0,5.6678,17.9019,0.3773,0.0057,0.0047,0.0012,0.1944
100,504.3298,31,2,92.0835,325.2205,7.2196,0.3876,0.1623,22.5311,7.1027
101,74.8791,4,0,14.517,55.5819,1.0401,0.0377,0.0195,0.005,1.0661
102,833.5297,12,1,152.3472,519.7391,3.0452,0.1318,0.0636,11.5334,3.2175
103,175.0159,9,0,31.9515,109.9476,2.2444,0.0888,0.0454,0.0129,1.9743
104,28.8153,1,0,5.7179,17.6966,0.3281,0.0208,0.0067,0.0016,0.3159
105,75.6141,4,0,14.9974,43.6003,1.1706,0.0335,0.0214,0.0056,0.8716
106,36.9558,1,0,5.8688,19.6933,0.3186,0.006,0.005,0.0013,0.2298
107,153.913,9,1,29.7087,104.4872,2.1289,0.0866,0.0497,11.3421,1.6709
108,155.0889,8,0,29.9718,116.1728,1.5834,0.0814,0.0412,0.0112,1.8736
109,32.7189,1,0,5.5702,19.6894,0.3413,0.0066,0.005,0.0014,0.2466
110,141.0371,8,0,27.0821,86.4318,1.4764,0.0725,0.0417,0.0115,1.7141
111,173.0642,10,1,30.8119,104.9655,1.6007,0.2141,0.052,11.3172,2.1135
112,360.5837,20,1,65.7593,232.1031,6.562,0.3597,0.1701,11.0118,4.5386
113,95.56,5,0,17.199,66.8517,0.9881,0.0502,0.0245,0.0064,1.088
114,41.7822,2,0,9.4115,32.1226,0.5023,0.0152,0.0095,0.0027,0.4509
115,94.8085,5,0,17.417,67.1146,0.9526,0.0502,0.0266,0.0075,1.0996
116,29.5374,1,0,5.7111,23.2038,0.289,0.0058,0.0066,0.0014,0.2071
117,96.9004,5,0,17.412,66.5815,0.9343,0.0463,0.0281,0.0072,1.3505
118,31.789,1,0,5.5695,25.5155,0.4649,0.0087,0.0053,0.0011,0.1865
119,91.2194,5,0,16.5676,58.8314,0.8994,0.0441,0.0255,0.0066,1.2676
120,33.4818,1,0,5.4882,18.7187,0.3247,0.0053,0.005,0.0016,0.1854
121,91.1152,5,0,16.2425,64.658,1.5448,0.0998,0.0282,0.0067,1.3062
122,33.9199,1,1,5.9039,15.6302,0.324,0.0056,0.0047,11.0766,0.1409
123,91.2693,5,0,18.1518,73.7578,1.0925,0.2125,0.0267,0.007,1.7716
124,31.227,1,0,6.1002,17.0375,0.3231,0.0053,0.0045,0.0013,0.1975
125,114.6429,6,0,20.5873,66.6019,1.4287,0.0563,0.031,0.0086,1.2778
126,25.1995,1,0,6.4864,18.71,0.2699,0.0043,0.006,0.0017,0.2551
127,283.2536,16,1,53.8667,160.5072,3.6422,0.1608,0.0806,14.9387,3.2892
128,49.0694,1,0,8.8253,30.4186,0.3016,0.0052,0.0055,0.0013,0.2167
129,79.315,4,0,14.7713,47.8885,1.0459,0.0374,0.0209,0.0052,0.9913
130,29.1268,1,0,6.0702,21.82,0.2874,0.0054,0.0059,0.0011,0.281
131,736.8527,45,3,134.0406,469.1854,9.2181,0.4489,0.2337,34.0345,10.7946
132,79.4985,4,0,14.1834,50.2834,1.0603,0.1361,0.0202,0.0052,1.1598
133,236.8678,10,1,44.7683,165.0615,2.7009,0.2151,0.0506,15.9312,2.0974
134,704.1295,2,0,133.3194,430.7868,0.6097,0.088,0.0141,0.0033,0.463
135,79.5286,4,0,13.8949,46.7453,0.9969,0.0361,0.02,0.0057,0.8318
136,437.5377,27,2,85.3803,283.9401,6.9934,0.3026,0.1487,22.9472,6.4712
137,95.3204,4,0,17.0612,59.355,1.0739,0.0351,0.0193,0.0056,0.9406
138,34.41,1,0,5.9651,21.7029,0.2729,0.0055,0.0051,0.0015,0.2073
139,153.2405,9,1,30.8272,98.6404,2.2837,0.1404,0.0477,11.204,1.8485
140,782.7708,49,3,143.2484,471.6341,10.5026,0.5012,0.2561,33.396,10.8167
141,62.5382,3,0,11.973,43.8674,0.516,0.0245,0.0147,0.0039,0.7275
142,33.0931,1,0,5.3072,19.128,0.2624,0.0051,0.0045,0.0012,0.2066
143,109140.2381,26,2,155.4203,526.2388,6.1074,0.3052,0.1409,22.7057,6.5827
