hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
49,107.5904,7,65.0616,2.7384,10.7344,0.2002,0.0095,0.0057,0.0011,0.341
50,86.2814,6,69.5399,2.8656,9.498,0.1592,0.0102,0.0058,0.0013,0.1738
51,91.3075,6,65.712,2.6952,7.3403,0.1535,0.014,0.006,0.0015,0.2007
52,213.2809,13,60.9525,2.8347,10.2587,0.3739,0.011,0.0117,0.0016,0.2716
53,11.0547,1,90.4593,0.0,0.0,0.324,0.0056,0.0047,0.0,0.0
54,97.2337,6,61.707,2.9641,6.9026,0.3831,0.0153,0.0051,0.0014,0.2225
55,136.4363,9,65.9648,3.1604,12.1911,0.1286,0.0093,0.0053,0.0013,0.2046
56,389.9292,25,64.1142,2.885,11.856,0.3679,0.0094,0.0048,0.0022,0.2199
57,656.1639,42,64.0084,2.7922,7.5158,0.1059,0.0092,0.0043,0.0021,0.1953
58,111.0402,7,63.0402,2.635,11.9514,0.3713,0.0709,0.0045,0.0015,0.3003
59,103.8859,7,67.3816,3.1968,10.5472,0.3715,0.0122,0.0065,0.0017,0.2667
60,356.695,23,64.4809,2.7771,10.0648,0.1444,0.0106,0.0054,0.0019,0.1986
61,68.3532,5,73.1495,2.6056,10.182,0.2057,0.0086,0.0052,0.001,0.2238
62,181.7485,12,66.0253,2.9407,10.0782,0.1436,0.0103,0.0049,0.0014,0.2253
63,452.6894,29,64.0616,2.819,7.2342,0.1811,0.0119,0.0061,0.002,0.2238
64,702.718,45,64.0371,2.7219,11.004,0.145,0.011,0.005,0.0012,0.2686
65,103.6537,7,67.5326,3.0927,11.8137,0.1608,0.0087,0.0052,0.0012,0.3395
66,354.2163,23,64.9321,3.6732,11.752,0.4673,0.0098,0.0054,0.0023,0.2794
