metric,mean,median,p95,p99,max,min
lock_to_click_ms,539.8989,499.6285,1426.9034,1785.9892,1978.0813,11.1746
fps,67.4363,64.1785,88.3494,89.1649,89.4887,54.6877
grab_ms,3.1293,3.262,5.3468,6.9706,11.426,0.0
yolo_ms,28.0838,31.9445,40.5087,42.9124,44.1049,0.0
select_ms,0.6129,0.4549,1.0635,5.1112,5.1264,0.1219
mouse_ms,0.0191,0.0116,0.0602,0.1922,0.2262,0.0058
pid_ms,0.0059,0.0058,0.0074,0.0082,0.0083,0.0041
align_click_ms,0.0013,0.0014,0.002,0.0025,0.0027,0.0
move_ms,0.2855,0.3091,0.4606,0.5746,0.7954,0.0

lock_to_click_ms_dist_bin,count,percent
<10,0,0.0
10~25,15,15.15
25~50,1,1.01
50~100,1,1.01
100~250,21,21.21
250~500,12,12.12
500~1000,35,35.35
>1000,14,14.14
