metric,mean,median,p95,p99,max,min
lock_to_click_ms,403.473,248.5822,1339.5608,1839.6912,1911.0493,11.0511
fps,65.99,64.4502,83.5368,90.2321,112.7701,54.3042
grab_ms,2.3815,2.4215,2.7431,2.9883,6.3791,0.0
yolo_ms,9.1075,9.9588,12.8421,13.6532,13.7019,0.0
select_ms,0.2877,0.182,0.7004,2.4063,3.4138,0.0968
mouse_ms,0.01,0.0092,0.0127,0.0344,0.0546,0.0044
pid_ms,0.0053,0.0052,0.0065,0.0107,0.0124,0.0037
align_click_ms,0.0015,0.0015,0.0024,0.0029,0.0032,0.0
move_ms,0.2299,0.2059,0.4624,0.631,0.7165,0.0

lock_to_click_ms_dist_bin,count,percent
<10,0,0.0
10~25,8,4.35
25~50,6,3.26
50~100,23,12.5
100~250,56,30.43
250~500,42,22.83
500~1000,32,17.39
>1000,17,9.24
