life_no,total_ms,frames,hits,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
1,93.744,1,0,18.4524,54.3089,0.506,0.0121,0.0218,0.0195,0.3323
2,221.5418,4,1,37.8541,132.4766,0.978,0.0805,0.0318,15.3569,0.4703
3,578.4025,3,0,101.2483,405.7915,0.838,0.0238,0.0159,0.0116,0.6558
4,2366.9008,3,1,433.8924,1498.0068,0.7849,0.0269,0.0153,11.1918,0.5652
5,62.7348,1,0,12.2346,31.1119,0.4498,0.0058,0.0045,0.0018,0.2626
6,45.4499,2,0,8.4137,28.2543,0.6016,0.0209,0.0122,0.0029,0.8387
7,29.1676,1,0,5.7655,19.1708,0.2948,0.005,0.0051,0.0014,0.2148
8,32.7689,1,0,5.5017,18.625,0.2707,0.0064,0.0059,0.0011,0.2457
9,595.4273,36,0,109.2266,394.4652,7.6789,0.4146,0.1932,0.0481,7.6123
10,1708.761,108,0,318.2117,1159.9816,21.9612,1.2861,0.5664,0.1464,26.2953
11,33.479,1,0,6.4109,20.3249,0.4487,0.0075,0.0054,0.0012,0.2031
12,62.3648,1,0,11.7809,41.2211,0.3524,0.0053,0.0053,0.0015,0.2189
13,500.0907,31,2,97.3737,370.213,6.3012,0.3435,0.1741,29.8299,7.3705
14,74.5774,2,0,15.9744,59.0014,0.4621,0.0362,0.0114,0.003,0.5211
15,316.3621,17,1,78.4199,239.3949,10.8204,0.1864,0.0932,11.2737,3.8776
16,78.9781,2,0,15.584,65.4386,0.4682,0.0146,0.0109,0.0027,0.5047
17,9403.621,11,0,1767.6351,6426.8898,2.5356,0.1525,0.0568,0.0155,3.01
18,125.2004,1,0,22.1123,92.3074,0.2933,0.0063,0.0053,0.0016,0.2817
19,59.4299,1,0,13.0402,40.7504,0.3627,0.0065,0.0051,0.0011,0.2027
20,111.5352,3,0,20.3508,78.824,0.6874,0.0224,0.0157,0.0041,0.5939
21,62.2784,2,0,11.6538,47.4878,0.5481,0.0176,0.0105,0.0026,0.4228
22,174.9355,2,0,32.8894,125.666,0.4594,0.0154,0.0095,0.0021,0.3788
23,204.1019,4,0,39.241,149.1141,1.0095,0.0398,0.0219,0.0071,1.1802
24,62.4411,3,0,12.2126,45.1211,1.1092,0.0327,0.0182,0.0046,0.6825
25,546.36,1,0,109.1549,387.3192,0.5522,0.0096,0.0067,0.0022,0.2773
26,1174.1088,3,0,226.2896,820.6808,0.8298,0.0256,0.0154,0.0041,0.6445
27,205.2492,1,0,40.0837,131.2302,0.2826,0.0071,0.0057,0.0013,0.2863
28,1001.9623,1,0,189.8814,702.5603,0.3052,0.0064,0.0054,0.0014,0.2349
29,46.8278,1,0,9.0865,35.1446,0.1869,0.0038,0.0041,0.0009,0.1532
30,32.6494,1,0,5.5753,16.48,0.2969,0.007,0.0067,0.0018,0.1747
31,545.9042,1,0,102.9442,376.076,0.2871,0.0053,0.0055,0.0013,0.2425
32,145.5557,1,0,26.2571,99.5336,0.2684,0.005,0.0047,0.001,0.1993
33,466.5237,2,0,90.4496,325.2064,0.8226,0.0254,0.0108,0.0023,0.6283
34,46.5964,1,0,9.454,30.4311,0.2956,0.0053,0.0058,0.0016,0.1744
35,45.3705,1,0,9.032,32.5932,0.5412,0.0072,0.0052,0.0016,0.2175
36,32.7574,1,0,5.8636,23.0566,0.3264,0.0068,0.0047,0.0013,0.2079
37,33.4903,1,0,5.9304,20.8822,0.2467,0.0061,0.005,0.0011,0.2131
38,45.4318,1,0,9.2028,37.368,0.3446,0.0081,0.0061,0.0013,0.2452
39,1128.7532,3,0,210.7339,760.9731,0.7613,0.0245,0.0159,0.0043,1.039
40,267.5687,1,0,48.9453,181.3378,0.5068,0.0077,0.0059,0.0017,0.1827
41,32.7289,1,0,5.6075,24.2613,0.5934,0.0078,0.0054,0.0013,0.2017
42,45.2755,2,0,8.9707,32.5254,0.4513,0.013,0.0095,0.0022,0.4615
43,79.3421,1,0,14.33,63.5358,0.2794,0.0058,0.0051,0.0012,0.19
44,62.4788,1,0,11.8467,47.2312,0.4633,0.0052,0.0044,0.001,0.1412
45,716.9355,3,0,132.21,518.5999,1.0964,0.022,0.0151,0.0037,0.8855
46,62.2075,1,0,11.095,40.5904,0.2458,0.0052,0.0048,0.0014,0.1483
47,770.1107,2,0,142.4472,553.0234,0.4023,0.0129,0.0097,0.0028,0.5054
