life_no,total_ms,frames,hits,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
1,23120.4038,2,0,10368.3424,30420.3347,1.7163,0.0163,0.0205,0.0041,0.3661
2,57.9858,1,0,45.7454,133.3214,1.0553,0.014,0.0175,0.0065,0.6964
3,50.538,3,0,19.3852,52.3987,4.2772,0.1358,0.0204,0.0054,1.3735
4,62.5414,4,0,43.0694,150.8763,2.398,0.1063,0.0237,0.0067,1.4955
5,2792.1233,2,0,2282.1196,6223.8505,1.1495,0.0284,0.012,0.0025,0.6228
6,713.8429,67,0,285.0419,875.8001,121.3646,1.0512,0.393,0.0873,23.1695
7,150.2842,14,0,56.9945,171.6449,19.9971,0.2055,0.0767,0.017,4.5306
8,306.9056,8,0,176.3867,518.5091,7.7888,0.0809,0.0478,0.01,2.0432
9,19757.6825,13,0,6409.7709,17987.033,16.9005,0.5719,0.0796,0.0178,4.67
10,33.3924,1,0,5.3002,17.4993,0.2659,0.0049,0.004,0.0008,0.2031
11,512.7624,1,0,92.5545,307.4143,0.3806,0.0078,0.0059,0.0109,0.2366
12,32.7465,1,0,5.4809,23.8934,0.3043,0.0058,0.0052,0.0013,0.3207
13,28.9672,1,0,5.5884,17.0422,0.2961,0.0067,0.0058,0.0011,0.1607
14,33.2117,1,0,5.1881,21.8206,0.3398,0.0064,0.0054,0.0011,0.2114
15,62.7472,3,0,10.7012,37.0725,0.725,0.0254,0.0152,0.0044,0.6786
16,28.9105,1,0,5.6302,21.1372,0.5385,0.0066,0.0055,0.0012,0.2948
17,117.7246,5,1,20.0365,69.768,1.4083,0.043,0.0276,15.7664,1.098
18,86.1226,4,0,17.4942,59.1591,1.1507,0.2474,0.028,0.0061,1.0806
19,45.746,2,0,8.5323,33.1362,1.4505,0.0153,0.0093,0.0023,0.6186
20,5078.702,16,1,822.8173,2878.68,3.1041,0.1656,0.0868,11.321,4.303
21,2415.9946,1,0,364.2028,1325.8869,0.3041,0.0071,0.0055,0.001,0.2127
22,316.5464,1,0,47.8466,176.3369,0.4785,0.0072,0.0053,0.0012,0.3301
23,62.2308,1,0,13.2521,28.7344,0.1935,0.0036,0.0044,0.0009,0.508
24,283.9533,1,0,43.6462,159.1676,0.4553,0.0061,0.005,0.0012,0.3654
25,65.6907,2,0,9.1773,32.2266,0.6972,0.014,0.0088,0.0017,0.763
26,12634.5461,1,0,2124.7059,7438.669,0.5001,0.0067,0.0043,0.001,0.2088
27,361.1821,17,1,67.0244,270.144,3.7345,0.1655,0.0882,15.2158,3.7278
28,188.6264,11,1,37.1119,143.3801,2.6666,0.1187,0.0611,11.2835,2.5434
29,328.267,17,0,60.1969,221.5391,5.6377,0.2346,0.0869,0.0297,4.5496
30,174.6851,3,0,31.3569,117.8226,0.5546,0.0252,0.0162,0.0037,0.81
31,375.7161,2,0,72.2248,272.4979,0.7121,0.015,0.0102,0.0022,0.64
32,62.1439,3,0,11.101,33.1713,1.1951,0.0291,0.0151,0.0038,0.6993
33,29.5817,1,0,6.0855,22.9285,0.6534,0.027,0.0057,0.0012,0.3213
34,125.426,3,0,21.9152,87.0961,0.6743,0.0304,0.0159,0.0046,0.7047
35,124.3952,6,0,22.9456,88.4086,1.7915,0.057,0.032,0.0091,1.3225
36,161.8161,5,1,28.2321,104.5509,1.0117,0.0432,0.0251,11.3532,0.98
37,183.3234,4,0,34.8418,131.1605,0.7355,0.0395,0.0202,0.005,1.2512
38,2574.0229,1,0,458.8259,1630.4099,0.3394,0.0083,0.0058,0.0014,0.2141
39,16649.3016,1,0,2774.7083,9297.5265,0.3005,0.0073,0.0053,0.0011,0.1947
