hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
28,11.5452,1,86.6161,0.0,0.0,0.435,0.0151,0.0058,0.0,0.0
29,261.235,17,65.0755,2.387,6.6559,0.6321,0.0109,0.0047,0.0021,0.2068
30,522.5201,34,65.0693,2.4428,10.2589,0.1345,0.0097,0.0045,0.002,0.2122
31,11.4285,1,87.5005,0.0,0.0,0.3457,0.0096,0.0048,0.0,0.0
32,148.5259,10,67.3283,2.4567,7.4094,0.5899,0.0118,0.009,0.0017,0.2053
33,121.7663,7,57.4872,2.5116,6.9922,0.1613,0.0106,0.0048,0.0018,0.1823
34,384.3477,24,62.4435,2.6179,10.1837,0.1949,0.0082,0.0059,0.002,0.2618
35,637.9714,40,62.6987,2.2511,9.2083,0.1557,0.0099,0.0047,0.0017,0.224
36,888.9426,56,62.9962,2.5906,10.4827,0.1514,0.0111,0.0057,0.0019,0.2217
37,106.5348,7,65.7062,2.3754,7.6019,0.2693,0.0097,0.0051,0.0012,0.1541
38,373.3309,24,64.2861,2.4402,11.1625,0.2344,0.0112,0.0056,0.0028,0.3202
39,198.7281,13,65.416,2.3277,11.6786,0.1586,0.0093,0.0054,0.0011,0.5211
40,90.4402,6,66.3422,2.5958,7.2241,0.2774,0.0093,0.0058,0.0011,0.6578
41,135.5407,9,66.4007,2.4308,8.2222,0.1427,0.01,0.0051,0.0013,0.201
42,90.1938,6,66.5234,2.6109,10.6274,0.1031,0.0087,0.0058,0.0013,0.233
43,199.5927,12,60.1224,2.3977,7.8931,0.1294,0.0103,0.0048,0.0013,0.2051
44,453.421,28,61.7528,2.4052,9.9345,0.3964,0.0099,0.0052,0.0015,0.1865
45,778.9895,49,62.902,2.3839,7.7464,0.205,0.012,0.0055,0.0012,0.2712
46,310.8228,19,61.1281,2.6199,10.6839,0.9487,0.0112,0.0058,0.001,0.2579
47,185.8105,12,64.5819,2.518,6.9682,0.1452,0.0093,0.0046,0.0025,0.2455
48,498.5245,32,64.1894,2.5752,12.6942,0.1605,0.0105,0.0053,0.0016,0.2048
49,764.7294,49,64.075,2.4489,11.0884,0.1854,0.0092,0.0049,0.0014,0.161
50,24.0396,2,83.1961,2.6823,10.6599,0.1447,0.0105,0.0055,0.0013,0.2333
51,90.21,6,66.5115,2.598,9.7748,0.2111,0.0078,0.0049,0.0013,0.1892
52,87.6085,6,68.4865,2.7084,7.5011,0.3268,0.0098,0.0064,0.0012,0.2396
53,90.7633,6,66.106,2.514,9.0623,0.1531,0.0102,0.0051,0.0013,0.1828
54,86.0029,6,69.7651,2.2954,11.9987,0.1628,0.0106,0.0051,0.0014,0.1735
55,336.6131,22,65.3569,2.6711,10.4792,0.1597,0.0098,0.0064,0.0017,0.2084
56,97.4105,7,71.8608,2.8158,10.3569,0.105,0.0091,0.0043,0.0011,0.2246
57,351.4792,23,65.4377,2.4368,7.7622,0.1586,0.0104,0.0065,0.0024,0.19
58,27.9087,2,71.6622,2.5249,12.9991,0.2127,0.0109,0.0059,0.0009,0.4393
59,194.7012,13,66.769,2.5345,10.6072,0.2265,0.0108,0.0055,0.0013,0.2185
60,106.5958,7,65.6686,2.4213,9.4372,0.1444,0.01,0.0047,0.0013,0.2074
61,106.5522,7,65.6955,2.4305,9.7969,0.2221,0.0115,0.0067,0.0017,0.2223
62,369.0089,24,65.0391,2.5673,10.941,0.2009,0.0104,0.0053,0.0018,0.3229
63,619.8058,40,64.5363,3.3019,12.2775,0.1447,0.009,0.0047,0.0017,0.2254
64,105.8109,7,66.1558,2.5031,11.0488,0.1092,0.0072,0.0046,0.0023,0.2596
65,370.1737,24,64.8344,2.8641,14.4921,0.4075,0.0095,0.0051,0.0013,0.4278
66,86.1112,6,69.6773,2.7129,11.4362,0.4108,0.0094,0.0055,0.0017,0.2757
67,30.4841,2,65.608,2.4364,9.8643,1.6234,0.0137,0.0055,0.0011,0.4122
68,90.3828,6,66.3843,2.5257,6.1458,0.1477,0.0102,0.0056,0.0015,0.3061
69,11.0289,1,90.6709,0.0,0.0,0.786,0.0089,0.0059,0.0,0.0
70,231.108,15,64.9047,2.3839,6.5259,0.1374,0.0104,0.0057,0.0018,0.2033
71,497.3413,32,64.3421,2.4932,8.3113,0.2216,0.012,0.0053,0.0017,0.1812
72,752.6072,48,63.7783,2.6468,11.3913,0.7018,0.0111,0.0057,0.0023,0.2237
