hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
99,186.9532,12,64.1872,3.0861,12.2469,0.1281,0.0097,0.0061,0.0013,0.2153
100,1456.7976,93,63.8387,2.9829,8.4689,0.1824,0.0086,0.0051,0.0011,0.2252
101,1818.9812,116,63.772,2.8775,11.8611,0.1608,0.0105,0.0062,0.0014,0.323
102,118.7363,8,67.3762,2.769,12.0783,0.1357,0.0105,0.0132,0.0013,0.1952
103,229.0278,15,65.4942,3.5021,12.3608,0.1301,0.0116,0.0056,0.0017,0.2613
104,482.3286,31,64.2715,2.831,7.6242,0.1333,0.0088,0.0051,0.0017,0.2694
105,744.8761,48,64.4402,2.9447,10.1083,0.1509,0.0086,0.0042,0.0021,0.2706
106,999.7253,64,64.0176,3.1388,12.9225,0.2135,0.0112,0.0052,0.002,0.3037
107,1940.2738,123,63.3931,2.8684,11.8424,0.1013,0.0112,0.0059,0.0017,0.3138
108,1358.1788,87,64.0564,2.668,11.3617,0.5203,0.0083,0.0045,0.001,0.5668
109,210.6119,14,66.473,2.7586,10.1823,0.2375,0.0093,0.0058,0.0013,0.4306
110,151.2485,10,66.1164,2.5174,10.1025,0.1549,0.0094,0.0056,0.0011,0.2335
111,407.8196,26,63.7537,2.4909,6.3715,2.2417,0.0107,0.0321,0.0017,0.2111
112,680.9153,43,63.1503,2.5054,6.8362,0.1029,0.0094,0.0043,0.0019,0.2232
113,322.9986,21,65.0158,2.3446,10.9163,0.2102,0.0122,0.0068,0.0013,0.2217
114,586.9747,38,64.7387,2.4547,10.5573,0.4077,0.0102,0.0048,0.0019,0.228
115,220.8004,14,63.4057,2.3923,7.6091,0.1738,0.0117,0.0055,0.0013,0.2425
116,492.2438,31,62.9769,2.6842,10.5435,4.6114,0.0152,0.0056,0.0014,0.1716
117,749.8063,48,64.0165,2.6868,10.2308,0.1775,0.0091,0.0059,0.0017,0.232
118,326.3052,21,64.3569,2.4956,11.1839,0.7606,0.0115,0.0056,0.0012,0.1881
119,576.8717,37,64.139,2.4289,10.8453,1.8617,0.0406,0.0057,0.0021,0.2098
120,1608.2437,103,64.045,2.5522,12.6174,0.2285,0.0109,0.0068,0.0014,0.1294
121,1866.8514,119,63.7437,2.9009,7.3155,0.1757,0.0156,0.0057,0.0018,0.207
122,287.5112,18,62.6063,2.6357,10.8901,0.8095,0.0156,0.006,0.0012,0.2162
123,214.0669,14,65.4001,2.6095,11.8736,0.4315,0.0079,0.0044,0.0013,0.2095
124,720.5993,46,63.8358,2.6205,6.996,2.9229,0.0114,0.0059,0.0013,0.2042
125,152.1641,10,65.7185,2.685,13.6196,0.2714,0.0111,0.0054,0.0022,0.2562
126,410.0789,26,63.4024,2.7846,6.7007,3.8459,0.0113,0.0049,0.002,0.2043
127,713.4296,46,64.4773,2.5508,10.3607,0.1988,0.0091,0.0058,0.0013,0.1914
128,1008.3431,64,63.4705,3.0744,8.075,5.6553,0.013,0.006,0.001,0.2843
129,11.2483,1,88.9023,0.0,0.0,0.256,0.0059,0.0058,0.0,0.0
130,227.9489,15,65.8042,3.2208,12.6021,0.2361,0.0097,0.0062,0.0013,0.1897
131,498.7538,32,64.1599,2.9329,7.3375,0.1366,0.0104,0.0052,0.0012,0.1344
132,753.3717,48,63.7136,3.0896,10.2206,5.1655,0.0198,0.0058,0.0021,0.2428
133,1020.7544,65,63.6784,2.6989,7.9317,0.7862,0.0507,0.0049,0.0024,0.3064
134,1277.6386,82,64.1809,2.9208,9.8103,0.1272,0.0102,0.0044,0.0016,0.2507
135,1530.1433,98,64.0463,2.8383,11.2684,0.6636,0.0127,0.0056,0.0009,0.1883
136,1780.2542,114,64.0358,2.4809,10.2823,0.5578,0.2347,0.0069,0.0024,0.4282
137,94.4522,6,63.5242,2.8101,7.9425,0.1565,0.0127,0.0062,0.0012,0.2385
138,357.5936,23,64.3188,2.9522,7.9332,1.1337,0.0118,0.0339,0.0032,0.2215
139,653.2966,41,62.7586,3.0178,8.3012,0.523,0.0129,0.0046,0.0012,0.1997
140,906.9085,57,62.8509,3.1298,11.8597,0.4289,0.0111,0.005,0.0018,0.3325
141,229.0078,15,65.5,3.044,11.8937,0.1505,0.0138,0.0057,0.0013,0.2808
142,169.6044,11,64.8568,3.2218,12.9671,0.7996,0.0105,0.0057,0.0018,0.2762
143,928.4527,59,63.5466,3.1919,11.3335,5.1888,0.015,0.0046,0.001,0.2661
144,1814.8398,116,63.9175,2.7852,10.6307,0.3008,0.01,0.0045,0.0008,0.2065
145,89.8069,6,66.81,3.0087,11.3339,0.1528,0.0101,0.0058,0.0009,0.2731
146,353.116,23,65.1344,3.8575,11.9538,0.1472,0.0109,0.0049,0.0019,0.3463
147,1281.2212,82,64.0014,2.7654,7.4348,0.1435,0.0105,0.0052,0.0014,0.2199
148,1535.5518,98,63.8207,2.9148,6.5258,0.1898,0.0111,0.0055,0.0018,0.2476
149,1798.2826,115,63.9499,2.9091,10.424,0.5478,0.0565,0.0069,0.0018,0.251
150,419.7445,27,64.3248,3.0098,10.1718,0.1213,0.0081,0.0048,0.0014,0.194
151,674.4278,43,63.7578,2.9466,8.1939,0.1406,0.0107,0.0056,0.0017,0.2545
152,196.1107,13,66.2891,2.6651,12.2987,0.6096,0.0114,0.0064,0.0015,0.2395
153,449.9346,29,64.4538,2.8755,11.5616,0.9125,0.0152,0.0059,0.0014,0.194
154,90.7477,6,66.1174,2.8195,11.6334,0.1764,0.0083,0.0051,0.0009,0.2003
155,468.5741,30,64.024,3.0212,9.9089,1.3669,0.0119,0.0057,0.0013,0.2569
156,720.2213,46,63.8693,2.8031,11.4956,0.2134,0.0106,0.006,0.0019,0.1894
157,974.5253,62,63.6207,2.7379,7.4339,0.138,0.0099,0.0052,0.0017,0.2277
158,1394.8332,89,63.8069,2.9364,10.5925,0.696,0.0078,0.0038,0.0014,0.2173
159,1927.9091,123,63.7997,2.8059,12.2557,0.1476,0.0095,0.0056,0.001,0.1887
160,170.5266,11,64.5061,3.0738,11.0305,0.159,0.0091,0.006,0.0015,0.2293
161,485.5727,31,63.8421,3.1722,10.8409,0.4553,0.0116,0.0062,0.0013,0.2502
162,798.8842,51,63.839,2.8629,7.9609,0.1435,0.012,0.0059,0.001,0.2268
163,1066.7227,68,63.7467,2.8328,6.144,0.1526,0.0112,0.0052,0.0009,0.1798
164,1862.2268,119,63.902,3.0534,10.3803,0.1422,0.0096,0.005,0.001,0.213
165,123.7181,6,48.4974,2.6021,11.2164,0.1333,0.0102,0.0049,0.0012,0.1976
166,110.2845,7,63.4722,3.097,7.0248,0.1288,0.0114,0.0054,0.0012,0.5773
167,731.2675,46,62.9045,2.8707,10.6211,0.6026,0.0096,0.0047,0.0012,0.1965
168,1030.2204,65,63.0933,2.5186,10.9729,0.1356,0.0099,0.0047,0.001,0.2476
169,1832.0092,116,63.3185,3.2277,9.7089,0.5447,0.0107,0.0064,0.0013,0.2488
170,121.7209,8,65.7241,3.0873,10.6015,0.9969,0.0164,0.0059,0.001,0.2052
171,385.5906,25,64.8356,2.8999,8.0243,0.2421,0.0092,0.0054,0.0019,0.2121
172,651.8393,42,64.4331,2.8025,8.1574,0.1388,0.0104,0.0051,0.0015,0.2204
173,1606.0388,103,64.1329,2.8545,7.8989,0.1411,0.0098,0.0055,0.0011,0.256
