hit_no,lock_to_click_ms,frames,fps,grab_ms,yolo_ms,select_ms,mouse_ms,pid_ms,align_click_ms,move_ms
31,14.8711,1,67.2445,0.0,0.0,0.7974,0.007,0.0062,0.0,0.0
32,153.7579,10,65.0373,3.0281,25.9102,0.4047,0.01,0.0057,0.0011,0.2827
33,15.2798,1,65.4459,0.0,0.0,0.5062,0.0061,0.0049,0.0,0.0
34,278.3582,18,64.6649,3.3746,21.4149,0.3391,0.0118,0.0045,0.002,0.2736
35,532.7085,34,63.8248,3.793,19.2924,0.2324,0.0132,0.0055,0.0013,0.2703
36,11.1311,1,89.8384,0.0,0.0,0.3717,0.0059,0.0053,0.0,0.0
37,11.2584,1,88.8226,0.0,0.0,0.5284,0.0135,0.0048,0.0,0.0
38,11.4262,1,87.5182,0.0,0.0,0.7272,0.0093,0.0061,0.0,0.0
39,11.6496,1,85.8399,0.0,0.0,0.8106,0.006,0.0059,0.0,0.0
40,270.5314,17,62.8393,5.3612,19.8084,3.9145,0.0139,0.0057,0.0018,0.3281
41,526.913,34,64.5268,3.8118,18.9262,0.3848,0.0135,0.0044,0.0017,0.3153
42,782.7961,50,63.8736,3.5554,18.0037,0.5913,0.0175,0.0095,0.002,0.3056
43,173.2979,11,63.4745,3.0556,24.376,0.332,0.01,0.0054,0.001,0.3035
44,148.4105,9,60.6426,3.5287,18.5061,5.0146,0.0121,0.006,0.0012,0.3176
45,11.4807,1,87.1027,0.0,0.0,0.6269,0.0063,0.0067,0.0,0.0
46,11.5579,1,86.5209,0.0,0.0,0.2917,0.0053,0.0049,0.0,0.0
47,11.489,1,87.0398,0.0,0.0,0.9739,0.0068,0.0054,0.0,0.0
48,14.2208,1,70.3195,0.0,0.0,0.5432,0.0063,0.0061,0.0,0.0
49,207.9038,13,62.5289,3.0472,19.665,0.6625,0.0114,0.0066,0.0015,1.0589
50,13.7684,1,72.6301,0.0,0.0,0.3102,0.0055,0.0045,0.0,0.0
51,11.7165,1,85.3497,0.0,0.0,0.8514,0.0062,0.0057,0.0,0.0
52,11.521,1,86.798,0.0,0.0,0.9169,0.0062,0.005,0.0,0.0
53,11.8963,1,84.0597,0.0,0.0,0.9991,0.0064,0.0058,0.0,0.0
54,11.3721,1,87.9345,0.0,0.0,0.4591,0.0114,0.0067,0.0,0.0
55,114.0409,8,70.1503,2.9326,25.8245,0.3262,0.0078,0.004,0.002,0.216
56,14.7439,1,67.8247,0.0,0.0,1.1418,0.0956,0.0065,0.0,0.0
57,136.1864,9,66.0859,2.7713,30.3415,0.3507,0.011,0.0081,0.0018,0.1995
58,402.2102,26,64.6428,3.1658,18.9534,0.2794,0.0148,0.007,0.0013,0.2243
59,151.6258,10,65.9518,2.9271,27.1929,0.4365,0.078,0.0082,0.0021,0.317
60,11.4364,1,87.4401,0.0,0.0,1.0239,0.0119,0.0068,0.0,0.0
61,11.986,1,83.4307,0.0,0.0,0.56,0.0111,0.0071,0.0,0.0
62,270.6971,17,62.8008,3.0725,30.2005,5.8567,0.0139,0.0062,0.0018,0.2592
63,149.3614,10,66.9517,3.3161,24.8969,0.2115,0.0109,0.0058,0.001,0.3926
64,12.018,1,83.2085,0.0,0.0,0.5421,0.0088,0.0064,0.0,0.0
65,11.5068,1,86.9051,0.0,0.0,0.6743,0.0066,0.0063,0.0,0.0
66,181.9787,12,65.9418,3.4952,25.4906,0.3502,0.0095,0.0061,0.0016,0.2028
67,11.4741,1,87.1528,0.0,0.0,0.5158,0.0069,0.0062,0.0,0.0
68,237.3872,15,63.1879,3.5309,21.0454,0.31,0.012,0.0071,0.0019,0.4467
69,73.0206,5,68.4738,2.5584,16.691,0.3985,0.011,0.0057,0.0012,0.6362
70,11.3678,1,87.9678,0.0,0.0,0.8557,0.0381,0.008,0.0,0.0
71,74.2825,5,67.3106,3.4506,23.186,0.6263,0.0093,0.0058,0.0014,0.4186
72,11.5287,1,86.74,0.0,0.0,0.5663,0.0078,0.0068,0.0,0.0
73,11.3145,1,88.3822,0.0,0.0,0.7909,0.0055,0.0049,0.0,0.0
74,186.0039,12,64.5148,2.6941,25.1396,0.8282,0.0116,0.0064,0.0012,0.3286
75,11.356,1,88.0592,0.0,0.0,1.5283,0.0473,0.0073,0.0,0.0
