epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,197.402,0.94467,0.56154,0.0022,0.916,0.85203,0.93558,0.74386,0.83646,0.51007,0.00301,0.00098525,0.00098525,0.00098525
43,201.69,0.93324,0.54969,0.00226,0.8932,0.8558,0.9368,0.76036,0.76311,0.50502,0.00259,0.0009605,0.0009605,0.0009605
44,205.976,0.90504,0.52834,0.00207,0.88817,0.86835,0.9371,0.75531,0.78322,0.49348,0.00258,0.00093575,0.00093575,0.00093575
45,210.139,0.89612,0.52822,0.00222,0.91083,0.85679,0.9317,0.74837,0.80467,0.48907,0.00276,0.000911,0.000911,0.000911
46,214.336,0.91526,0.54519,0.00219,0.9097,0.84449,0.93594,0.76125,0.76823,0.47648,0.00255,0.00088625,0.00088625,0.00088625
47,218.554,0.91279,0.53158,0.00205,0.90675,0.86146,0.93648,0.7584,0.78456,0.47783,0.00254,0.0008615,0.0008615,0.0008615
48,222.646,0.91111,0.52953,0.00209,0.90997,0.86051,0.93473,0.75884,0.78698,0.48561,0.00274,0.00083675,0.00083675,0.00083675
49,226.865,0.92958,0.53851,0.00211,0.90612,0.85511,0.9354,0.75591,0.78305,0.48925,0.0026,0.000812,0.000812,0.000812
50,231.002,0.88818,0.52228,0.00207,0.90224,0.86985,0.93762,0.76417,0.78244,0.47287,0.00259,0.00078725,0.00078725,0.00078725
51,235.188,0.89118,0.5225,0.00211,0.91703,0.8646,0.93949,0.76208,0.7906,0.46236,0.00255,0.0007625,0.0007625,0.0007625
52,239.429,0.89456,0.52604,0.00201,0.90851,0.86239,0.9399,0.76567,0.77181,0.47856,0.00261,0.00073775,0.00073775,0.00073775
53,243.825,0.91436,0.52048,0.00209,0.92716,0.86378,0.94126,0.76412,0.77592,0.47125,0.00258,0.000713,0.000713,0.000713
54,248.175,0.90846,0.50541,0.00203,0.91857,0.87181,0.94215,0.76116,0.77739,0.46844,0.00267,0.00068825,0.00068825,0.00068825
55,252.204,0.88003,0.49502,0.00209,0.93159,0.85989,0.93929,0.77118,0.76073,0.46318,0.00255,0.0006635,0.0006635,0.0006635
56,256.474,0.88116,0.49724,0.00201,0.92298,0.86616,0.93932,0.76922,0.75417,0.46658,0.00243,0.00063875,0.00063875,0.00063875
57,260.725,0.88495,0.49926,0.00199,0.9268,0.87112,0.94147,0.76808,0.76828,0.45564,0.00254,0.000614,0.000614,0.000614
58,264.946,0.8583,0.50251,0.00198,0.92089,0.87182,0.94125,0.76529,0.76897,0.46165,0.0026,0.00058925,0.00058925,0.00058925
59,269.02,0.87723,0.50907,0.00192,0.91288,0.87465,0.94255,0.7674,0.76285,0.45859,0.00254,0.0005645,0.0005645,0.0005645
60,273.217,0.85504,0.48084,0.0019,0.92319,0.87088,0.94148,0.77574,0.74772,0.4443,0.00252,0.00053975,0.00053975,0.00053975
61,277.377,0.82064,0.48789,0.00194,0.9036,0.87559,0.94003,0.77695,0.73966,0.45883,0.0025,0.000515,0.000515,0.000515
62,281.602,0.83425,0.47348,0.00183,0.90532,0.87419,0.93735,0.77381,0.73694,0.45631,0.00243,0.00049025,0.00049025,0.00049025
63,285.931,0.83826,0.47257,0.00186,0.90771,0.88063,0.9425,0.77535,0.73947,0.45331,0.00248,0.0004655,0.0004655,0.0004655
64,290.292,0.84628,0.48054,0.00187,0.91757,0.88124,0.94211,0.78115,0.73262,0.44198,0.00247,0.00044075,0.00044075,0.00044075
65,294.78,0.81618,0.46545,0.00181,0.89854,0.88501,0.94085,0.78264,0.7294,0.4338,0.00244,0.000416,0.000416,0.000416
66,298.898,0.8402,0.48922,0.00187,0.91492,0.8737,0.94091,0.77655,0.74168,0.45027,0.00253,0.00039125,0.00039125,0.00039125
67,303.146,0.82227,0.4672,0.00181,0.91366,0.87767,0.94218,0.78202,0.72301,0.43505,0.00242,0.0003665,0.0003665,0.0003665
68,307.242,0.85872,0.48348,0.00191,0.89857,0.88219,0.94058,0.77867,0.73561,0.44056,0.00245,0.00034175,0.00034175,0.00034175
69,311.575,0.84075,0.47167,0.00187,0.91692,0.87653,0.94214,0.77763,0.72723,0.44542,0.00242,0.000317,0.000317,0.000317
70,315.913,0.83648,0.47539,0.00192,0.91572,0.8803,0.94216,0.7816,0.71747,0.44425,0.00236,0.00029225,0.00029225,0.00029225
71,350.468,0.76776,0.4523,0.0019,0.91392,0.87062,0.93982,0.7753,0.73753,0.457,0.00245,0.0002675,0.0002675,0.0002675
72,354.342,0.74995,0.43406,0.00183,0.89894,0.8719,0.93413,0.76583,0.74588,0.46415,0.00252,0.00024275,0.00024275,0.00024275
73,358.137,0.73076,0.42655,0.00184,0.93077,0.85391,0.94205,0.77262,0.73857,0.44869,0.00247,0.000218,0.000218,0.000218
74,361.983,0.74193,0.43746,0.00179,0.90964,0.87294,0.94299,0.77325,0.74578,0.44311,0.00251,0.00019325,0.00019325,0.00019325
75,365.743,0.76534,0.43484,0.00176,0.90959,0.87241,0.9428,0.77716,0.73962,0.43811,0.00244,0.0001685,0.0001685,0.0001685
76,369.453,0.76563,0.44082,0.00177,0.90576,0.87276,0.94245,0.77809,0.73485,0.44102,0.00243,0.00014375,0.00014375,0.00014375
77,373.146,0.72432,0.43226,0.00171,0.91195,0.8688,0.9425,0.77659,0.74067,0.44717,0.00247,0.000119,0.000119,0.000119
78,376.862,0.72866,0.42904,0.00172,0.91538,0.86665,0.94314,0.78086,0.73468,0.44023,0.00245,9.425e-05,9.425e-05,9.425e-05
79,380.507,0.7084,0.42627,0.00171,0.90389,0.87747,0.94317,0.78204,0.72737,0.44092,0.00244,6.95e-05,6.95e-05,6.95e-05
80,384.256,0.71018,0.42726,0.0017,0.9042,0.87559,0.94322,0.7818,0.7311,0.4382,0.00244,4.475e-05,4.475e-05,4.475e-05
