epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,3708.18,0.6459,0.29501,0.00279,0.97129,0.95465,0.97944,0.82992,0.64512,0.27079,0.00315,0.0001652,0.0001652,0.0001652
184,3728.34,0.64461,0.29536,0.00283,0.96858,0.9551,0.97938,0.82752,0.64788,0.27264,0.00317,0.000156948,0.000156948,0.000156948
185,3748.33,0.63834,0.29,0.00279,0.96817,0.95779,0.97953,0.82801,0.64465,0.27254,0.00312,0.000148696,0.000148696,0.000148696
186,3768.43,0.64644,0.29609,0.00279,0.97327,0.9559,0.97997,0.82904,0.64231,0.27068,0.00311,0.000140445,0.000140445,0.000140445
187,3788.64,0.64981,0.29676,0.00276,0.97109,0.95494,0.97963,0.82799,0.64457,0.27201,0.00313,0.000132193,0.000132193,0.000132193
188,3808.52,0.64368,0.2937,0.00276,0.96777,0.95852,0.97932,0.82634,0.65067,0.27346,0.00317,0.000123941,0.000123941,0.000123941
189,3828.8,0.64166,0.29571,0.00276,0.9697,0.95737,0.97952,0.82804,0.64529,0.27014,0.00314,0.00011569,0.00011569,0.00011569
190,3848.84,0.64387,0.29061,0.00281,0.97013,0.95611,0.97916,0.82821,0.64181,0.2711,0.00312,0.000107438,0.000107438,0.000107438
191,3874.9,0.56125,0.22113,0.00265,0.97144,0.95542,0.97945,0.82781,0.64483,0.27416,0.00318,9.91865e-05,9.91865e-05,9.91865e-05
192,3894.09,0.55614,0.21929,0.00267,0.96635,0.96034,0.97927,0.82646,0.64887,0.27211,0.0032,9.09349e-05,9.09349e-05,9.09349e-05
193,3912.85,0.55039,0.21531,0.00254,0.96858,0.95719,0.97914,0.82703,0.64676,0.27383,0.0032,8.26832e-05,8.26832e-05,8.26832e-05
194,3931.86,0.53859,0.21311,0.00246,0.97088,0.95535,0.97938,0.82721,0.64841,0.27127,0.00318,7.44316e-05,7.44316e-05,7.44316e-05
195,3950.88,0.54555,0.21328,0.0025,0.96894,0.95684,0.97948,0.82851,0.64307,0.27358,0.00316,6.61799e-05,6.61799e-05,6.61799e-05
196,3969.67,0.54032,0.20976,0.00253,0.97191,0.95284,0.97885,0.82737,0.64798,0.27211,0.00319,5.79283e-05,5.79283e-05,5.79283e-05
197,3988.97,0.5431,0.21236,0.00253,0.96948,0.958,0.97891,0.82838,0.64634,0.27058,0.00318,4.96766e-05,4.96766e-05,4.96766e-05
198,4007.73,0.54457,0.21111,0.0025,0.9707,0.95731,0.97908,0.82909,0.6447,0.26849,0.00317,4.1425e-05,4.1425e-05,4.1425e-05
199,4026.58,0.54684,0.21298,0.0025,0.97343,0.95351,0.9791,0.82983,0.64398,0.27047,0.00316,3.31733e-05,3.31733e-05,3.31733e-05
200,4045.87,0.54083,0.20961,0.00247,0.97231,0.95471,0.97932,0.82933,0.64542,0.26698,0.00317,2.49217e-05,2.49217e-05,2.49217e-05
