epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1866.93,1.14883,0.56811,0.00632,0.95881,0.93454,0.96869,0.72816,0.94682,0.36335,0.00555,0.00122141,0.00122141,0.00122141
83,1889.68,1.14247,0.57279,0.00629,0.9509,0.93819,0.97035,0.73889,0.90658,0.35967,0.0052,0.00121591,0.00121591,0.00121591
84,1911.88,1.1515,0.57592,0.00647,0.95625,0.93321,0.96881,0.73136,0.91699,0.36469,0.00511,0.00121041,0.00121041,0.00121041
85,1934.3,1.15595,0.58983,0.00645,0.9541,0.93045,0.97133,0.7235,0.96077,0.3893,0.00554,0.00120491,0.00120491,0.00120491
86,1955.98,1.13337,0.56942,0.00627,0.95844,0.93612,0.97113,0.73089,0.96286,0.36948,0.00561,0.00119941,0.00119941,0.00119941
87,1978.26,1.14659,0.57822,0.00625,0.95784,0.93391,0.9709,0.73278,0.93351,0.37915,0.00525,0.00119391,0.00119391,0.00119391
88,2000.5,1.13262,0.57143,0.00619,0.95868,0.92408,0.96895,0.71893,0.97144,0.38761,0.00562,0.0011884,0.0011884,0.0011884
89,2022.65,1.1365,0.56933,0.00627,0.95622,0.93995,0.97131,0.74145,0.90324,0.36104,0.00509,0.0011829,0.0011829,0.0011829
90,2045.46,1.14142,0.58044,0.0065,0.96436,0.92812,0.97046,0.72698,0.96255,0.36703,0.00555,0.0011774,0.0011774,0.0011774
91,2067.95,1.14989,0.57729,0.0065,0.96275,0.93456,0.97187,0.74268,0.89333,0.35937,0.00513,0.0011719,0.0011719,0.0011719
92,2090.38,1.13517,0.56552,0.00628,0.95958,0.93901,0.96856,0.72328,0.96054,0.37871,0.00573,0.0011664,0.0011664,0.0011664
93,2112.26,1.12132,0.56713,0.00621,0.95961,0.94108,0.97201,0.73635,0.91768,0.34821,0.00533,0.0011609,0.0011609,0.0011609
94,2134.83,1.13946,0.57993,0.00648,0.95863,0.93952,0.97135,0.73873,0.92239,0.35727,0.00518,0.0011554,0.0011554,0.0011554
95,2157.4,1.10735,0.55484,0.00621,0.96084,0.93873,0.97224,0.72563,0.95582,0.36702,0.00554,0.0011499,0.0011499,0.0011499
96,2179.65,1.12975,0.5634,0.00614,0.95751,0.92909,0.969,0.72992,0.94516,0.37431,0.00548,0.0011444,0.0011444,0.0011444
97,2202.02,1.13571,0.57982,0.00645,0.96154,0.93486,0.97039,0.71402,1.00421,0.37428,0.00587,0.00113889,0.00113889,0.00113889
98,2227.84,1.11493,0.55698,0.00618,0.95646,0.94055,0.97276,0.74269,0.90167,0.35288,0.00505,0.00113339,0.00113339,0.00113339
99,2250.46,1.10988,0.55167,0.0062,0.96094,0.93995,0.97295,0.75232,0.87507,0.3426,0.00492,0.00112789,0.00112789,0.00112789
100,2273.47,1.12423,0.56193,0.00615,0.95938,0.93772,0.97083,0.7283,0.94392,0.36591,0.00543,0.00112239,0.00112239,0.00112239
101,2296.74,1.10832,0.55782,0.00606,0.96026,0.93831,0.97106,0.72267,0.97136,0.38334,0.00547,0.00111689,0.00111689,0.00111689
102,2320.42,1.12396,0.56246,0.00624,0.9619,0.94101,0.97355,0.73294,0.94756,0.35454,0.0054,0.00111139,0.00111139,0.00111139
103,2345.07,1.12095,0.56016,0.00628,0.96104,0.93861,0.9702,0.73021,0.93381,0.37345,0.00521,0.00110589,0.00110589,0.00110589
104,2368.75,1.12378,0.56165,0.00628,0.96484,0.93676,0.97329,0.73582,0.9335,0.35222,0.00536,0.00110039,0.00110039,0.00110039
105,2392.45,1.11889,0.55429,0.0061,0.95989,0.93397,0.96985,0.72453,0.94776,0.37036,0.00561,0.00109489,0.00109489,0.00109489
106,2416.29,1.1055,0.55345,0.00618,0.95882,0.93651,0.97224,0.75862,0.84696,0.34751,0.00471,0.00108938,0.00108938,0.00108938
107,2440.4,1.10345,0.55724,0.00619,0.96532,0.93748,0.97231,0.75335,0.86628,0.34922,0.00491,0.00108388,0.00108388,0.00108388
108,2463.9,1.11406,0.54532,0.00608,0.96558,0.93422,0.9715,0.74271,0.90012,0.35855,0.00508,0.00107838,0.00107838,0.00107838
109,2487.4,1.10378,0.55305,0.00626,0.95623,0.94014,0.97119,0.73077,0.94604,0.36484,0.00541,0.00107288,0.00107288,0.00107288
