epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
139,24331.3,0.69936,0.30966,0.00317,0.96872,0.95856,0.98314,0.83729,0.62299,0.2422,0.00284,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,24499.4,0.69893,0.30893,0.00316,0.96959,0.95796,0.98301,0.83743,0.62218,0.24168,0.00284,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,24669.3,0.69811,0.31048,0.00318,0.96963,0.95817,0.9831,0.83732,0.62264,0.2419,0.00284,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,24837.5,0.69185,0.30722,0.00317,0.96901,0.95825,0.98331,0.83778,0.6216,0.2415,0.00283,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,25007.8,0.69665,0.31102,0.0032,0.97112,0.95726,0.98346,0.8376,0.6218,0.24024,0.00283,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,25175.3,0.69617,0.3099,0.00315,0.97065,0.95754,0.98345,0.83766,0.62133,0.24034,0.00284,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,25345.2,0.69521,0.30805,0.00317,0.97037,0.95734,0.98357,0.83776,0.62095,0.24048,0.00283,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,25515.6,0.69154,0.30981,0.00313,0.96927,0.95841,0.98344,0.838,0.62095,0.23971,0.00283,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,25683.8,0.69336,0.30896,0.00313,0.97011,0.95818,0.98337,0.83802,0.62043,0.23984,0.00283,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,25853.4,0.69006,0.3051,0.00307,0.97089,0.9568,0.98312,0.83793,0.62096,0.23991,0.00283,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,26021.5,0.68415,0.30285,0.00313,0.97044,0.95899,0.98344,0.83826,0.62032,0.23928,0.00283,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,26195.3,0.68258,0.30414,0.00312,0.97042,0.95793,0.98345,0.83811,0.62003,0.23974,0.00282,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,26363.6,0.68328,0.302,0.00306,0.97072,0.95719,0.98319,0.83851,0.61933,0.24072,0.00282,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,26533.7,0.68479,0.3029,0.00311,0.96955,0.95871,0.98322,0.83852,0.61897,0.24048,0.00281,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,26702.5,0.68768,0.30736,0.00314,0.97163,0.95741,0.9836,0.83878,0.61873,0.24018,0.00281,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,26872,0.68145,0.29994,0.00309,0.9716,0.95704,0.98334,0.83863,0.61843,0.23999,0.00281,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,27042,0.68259,0.30092,0.00306,0.97199,0.95683,0.98348,0.83878,0.6179,0.23968,0.00281,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,27210.8,0.6791,0.29981,0.00307,0.97124,0.95917,0.98349,0.8387,0.61803,0.2394,0.00281,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,27380.3,0.6763,0.29606,0.00306,0.97308,0.95632,0.98349,0.83908,0.61791,0.23908,0.0028,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,27551.6,0.6763,0.30093,0.00306,0.97365,0.95677,0.98348,0.83939,0.61712,0.23858,0.0028,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,27721.2,0.673,0.29758,0.00306,0.97325,0.9568,0.98347,0.83957,0.61658,0.23883,0.0028,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,27889.7,0.67752,0.29825,0.00306,0.97185,0.95856,0.98354,0.83974,0.6165,0.23817,0.0028,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,28060.9,0.67778,0.29911,0.00302,0.97188,0.9578,0.98359,0.8398,0.61614,0.23802,0.00279,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,28230.7,0.67215,0.29974,0.00305,0.97271,0.957,0.98363,0.84004,0.61545,0.23747,0.00279,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,28398.2,0.67011,0.29618,0.00308,0.97097,0.95795,0.98344,0.84007,0.61534,0.23883,0.00279,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,28566.7,0.67348,0.30024,0.00302,0.97119,0.95761,0.98336,0.83997,0.61461,0.23958,0.00278,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,28734.7,0.67175,0.29537,0.00303,0.96855,0.95909,0.98322,0.84031,0.61409,0.23909,0.00278,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,28905.2,0.66835,0.29523,0.00303,0.9729,0.95527,0.98326,0.84022,0.61418,0.23991,0.00278,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,29073.7,0.66698,0.29414,0.00301,0.97272,0.95554,0.98329,0.84063,0.61358,0.24,0.00278,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,29244.2,0.66833,0.29587,0.00298,0.97121,0.95658,0.98327,0.84088,0.61273,0.23983,0.00277,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,29411.9,0.66939,0.29781,0.00298,0.97078,0.95802,0.98345,0.84125,0.61256,0.23876,0.00277,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,29582.5,0.65975,0.29101,0.00296,0.96979,0.95854,0.98352,0.84153,0.61217,0.23871,0.00277,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,29751.9,0.66512,0.29422,0.00298,0.97167,0.95624,0.98356,0.84137,0.61178,0.24027,0.00277,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,29920.4,0.66054,0.29318,0.00297,0.97216,0.95565,0.98346,0.84193,0.611,0.23838,0.00276,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,30088.7,0.65967,0.29495,0.00296,0.97303,0.95509,0.98339,0.84159,0.61126,0.23849,0.00277,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,30255.8,0.66104,0.2932,0.00298,0.97076,0.95782,0.98342,0.84164,0.61073,0.23761,0.00276,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,30425.4,0.66072,0.29009,0.00292,0.97246,0.95614,0.98349,0.842,0.61079,0.23657,0.00276,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,30593.6,0.65657,0.28923,0.00293,0.97014,0.95952,0.98356,0.84214,0.61025,0.23638,0.00276,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,30771.1,0.64969,0.28717,0.00292,0.97055,0.95849,0.98346,0.84212,0.60948,0.23648,0.00275,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,30941.1,0.65084,0.29066,0.00288,0.97169,0.95703,0.98349,0.84194,0.60936,0.23665,0.00275,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,31110.3,0.6475,0.28735,0.00288,0.97132,0.95727,0.98358,0.84253,0.60838,0.23751,0.00275,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,31281.2,0.65001,0.28848,0.00293,0.97219,0.95669,0.98361,0.84271,0.60805,0.2375,0.00274,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,31450.8,0.65166,0.28986,0.0029,0.97024,0.96022,0.9837,0.84288,0.60775,0.23586,0.00274,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,31625.8,0.64435,0.28675,0.00289,0.9718,0.95735,0.98371,0.84287,0.60728,0.23615,0.00274,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,31805,0.64548,0.28834,0.0029,0.97218,0.95784,0.9837,0.84312,0.60734,0.23637,0.00274,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,31976.1,0.64492,0.28647,0.00286,0.97341,0.95761,0.98372,0.84333,0.60666,0.23708,0.00273,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,32146.4,0.64946,0.28884,0.00292,0.97194,0.95777,0.98389,0.8434,0.60666,0.23548,0.00273,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,32316.3,0.64248,0.2857,0.0029,0.9714,0.95791,0.9839,0.84372,0.60565,0.235,0.00273,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,32486.5,0.63965,0.28157,0.00284,0.97199,0.95846,0.98395,0.84386,0.60557,0.234,0.00273,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,32654.9,0.63663,0.28226,0.00284,0.97302,0.95787,0.98391,0.8441,0.60525,0.23351,0.00272,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,32823.4,0.63471,0.27851,0.00283,0.97368,0.9569,0.98376,0.84413,0.60513,0.2335,0.00272,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,32992.3,0.63385,0.27835,0.0028,0.97263,0.95777,0.98388,0.84432,0.60464,0.23309,0.00272,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,33164.9,0.63686,0.28047,0.00282,0.97051,0.95972,0.98388,0.84446,0.60415,0.23335,0.00272,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,33333.9,0.63895,0.28272,0.00285,0.97352,0.95676,0.9838,0.84422,0.60416,0.23384,0.00272,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,33504.8,0.63481,0.27933,0.0028,0.97428,0.95715,0.98376,0.84414,0.60434,0.23353,0.00271,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,33675.8,0.63442,0.28061,0.0028,0.97346,0.95819,0.98377,0.84461,0.60324,0.23236,0.00271,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,33843.9,0.6316,0.27875,0.0028,0.97355,0.95812,0.98375,0.8447,0.60315,0.23236,0.00271,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,34015,0.63405,0.27738,0.0028,0.9729,0.95813,0.98374,0.84471,0.60264,0.23243,0.0027,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,34183.8,0.6327,0.2767,0.00277,0.97132,0.95898,0.98376,0.84472,0.60231,0.23181,0.0027,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,34354.4,0.62838,0.27144,0.00276,0.97496,0.95708,0.98378,0.84522,0.60119,0.23163,0.0027,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,34521.9,0.62919,0.27575,0.00276,0.97324,0.9585,0.98379,0.84517,0.60113,0.2317,0.0027,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,34691.9,0.62696,0.27371,0.00278,0.97441,0.9588,0.98385,0.84571,0.60058,0.23084,0.00269,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,34860.7,0.62625,0.27544,0.00279,0.97426,0.95806,0.98379,0.84524,0.60041,0.23095,0.00269,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,35032.7,0.61825,0.27396,0.00275,0.97386,0.95847,0.98373,0.8454,0.59992,0.23153,0.00269,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,35204.2,0.62406,0.27277,0.00272,0.97251,0.95935,0.98378,0.84606,0.59919,0.2313,0.00269,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,35371.8,0.62113,0.27249,0.00278,0.97296,0.95993,0.98371,0.84583,0.59929,0.23082,0.00268,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,35541.8,0.62431,0.27514,0.00276,0.97323,0.95993,0.98384,0.84582,0.59885,0.23043,0.00268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,35710.3,0.62562,0.27277,0.00272,0.97398,0.95868,0.98382,0.8455,0.59857,0.23037,0.00268,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,35880.8,0.61897,0.27019,0.00274,0.97385,0.96013,0.98385,0.84584,0.59822,0.23019,0.00268,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,36055.5,0.61801,0.27171,0.00273,0.97253,0.96229,0.98398,0.84632,0.59742,0.22975,0.00268,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,36247.1,0.61629,0.26959,0.00273,0.97264,0.96168,0.98399,0.84629,0.59664,0.22958,0.00267,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,36440.7,0.61491,0.27108,0.0027,0.9731,0.96076,0.98393,0.84642,0.59608,0.23006,0.00267,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,36624.9,0.61321,0.27194,0.00272,0.97372,0.96114,0.98394,0.84648,0.59552,0.22983,0.00267,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,36796,0.61212,0.26746,0.0027,0.9744,0.96082,0.98394,0.84665,0.59516,0.22922,0.00266,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,36964.8,0.61212,0.26856,0.00271,0.97463,0.96158,0.98399,0.84689,0.59481,0.2286,0.00266,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,37134.5,0.61008,0.26924,0.0027,0.97415,0.9613,0.98394,0.84688,0.59473,0.22894,0.00266,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,37304.5,0.6098,0.26971,0.00266,0.97382,0.9613,0.98378,0.84701,0.59401,0.2291,0.00266,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,37473.3,0.60282,0.27103,0.00265,0.97472,0.95941,0.98387,0.84713,0.59364,0.22916,0.00265,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,37644.1,0.60479,0.27168,0.00268,0.97416,0.9605,0.9839,0.8474,0.59292,0.22868,0.00265,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,37811.8,0.60677,0.26997,0.00265,0.97406,0.96201,0.98378,0.84748,0.59249,0.22823,0.00265,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,37983.3,0.60826,0.26906,0.00263,0.97475,0.96144,0.98372,0.84774,0.59226,0.22776,0.00264,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,38152.7,0.60167,0.26479,0.00264,0.97504,0.96103,0.98397,0.84794,0.5914,0.22722,0.00264,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,38327,0.60479,0.26644,0.00264,0.97566,0.95989,0.98396,0.84784,0.59163,0.22777,0.00264,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,38496.1,0.59817,0.2633,0.00262,0.97587,0.96082,0.98395,0.84795,0.59166,0.22725,0.00264,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,38666.4,0.59844,0.26434,0.00262,0.9748,0.96227,0.98396,0.84826,0.59113,0.22646,0.00264,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,38835.8,0.59932,0.26775,0.00261,0.97574,0.9618,0.98367,0.84804,0.59138,0.22726,0.00264,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,39002.9,0.5901,0.25958,0.00258,0.97595,0.96215,0.98385,0.84835,0.59047,0.227,0.00263,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,39172.9,0.596,0.26471,0.0026,0.97539,0.96209,0.98389,0.84875,0.5899,0.22702,0.00263,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,39340.9,0.5986,0.26635,0.0026,0.97604,0.96103,0.98389,0.84872,0.58955,0.22701,0.00263,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,39510.7,0.59829,0.26293,0.00262,0.97633,0.96208,0.98397,0.84859,0.5894,0.22638,0.00263,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,39681.2,0.5848,0.25977,0.00257,0.97629,0.96091,0.98404,0.84883,0.58871,0.22669,0.00263,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,39851.1,0.5958,0.25988,0.00256,0.97652,0.96157,0.98409,0.84911,0.58828,0.22651,0.00263,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,40021,0.59133,0.26053,0.00255,0.97651,0.96179,0.98413,0.84946,0.58823,0.22648,0.00262,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,40191.5,0.58319,0.25775,0.00254,0.97647,0.96144,0.98413,0.84937,0.58781,0.22674,0.00262,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,40361.1,0.58276,0.25776,0.00255,0.97545,0.96234,0.98405,0.84969,0.5871,0.22635,0.00262,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,40528.9,0.58657,0.25845,0.00254,0.97652,0.96113,0.98414,0.84975,0.58721,0.22593,0.00262,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,40699.4,0.58442,0.25977,0.00256,0.97659,0.96111,0.98417,0.84995,0.58662,0.22559,0.00262,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,40867.1,0.57737,0.2584,0.00253,0.97709,0.96089,0.9842,0.85005,0.58582,0.22588,0.00261,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,41036.6,0.57959,0.2559,0.00252,0.97604,0.96095,0.98421,0.85017,0.5852,0.22592,0.00261,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,41205.1,0.58043,0.25702,0.00252,0.97646,0.96148,0.98426,0.8502,0.58509,0.22506,0.00261,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,41375.8,0.57935,0.25953,0.0025,0.97643,0.96229,0.98432,0.8504,0.58505,0.22443,0.00261,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,41545.3,0.57716,0.25478,0.0025,0.97832,0.96067,0.98431,0.8506,0.58416,0.22423,0.0026,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,41716,0.5768,0.25552,0.00247,0.977,0.96215,0.98429,0.85047,0.58425,0.22462,0.0026,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,41886.6,0.57616,0.25503,0.00249,0.9777,0.96038,0.98427,0.85052,0.58405,0.22513,0.0026,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,42055.6,0.57195,0.2519,0.00244,0.97812,0.96122,0.98426,0.85063,0.58355,0.22482,0.0026,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,42225.9,0.5735,0.25183,0.00245,0.97736,0.9622,0.98427,0.8508,0.58343,0.22452,0.0026,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,42394,0.57155,0.25229,0.00247,0.97786,0.96224,0.9844,0.85104,0.58259,0.22398,0.0026,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,42564.4,0.56786,0.24931,0.00245,0.97789,0.96251,0.98447,0.85103,0.58289,0.22406,0.0026,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,42733,0.56973,0.25223,0.00243,0.97736,0.96331,0.9845,0.85115,0.58249,0.22429,0.00259,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,42902.9,0.57013,0.24924,0.00244,0.97734,0.96273,0.98451,0.85144,0.58182,0.22366,0.00259,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,43072.3,0.56422,0.24722,0.00244,0.97577,0.96246,0.9845,0.85129,0.58181,0.22399,0.00259,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,43240.3,0.56162,0.24723,0.00245,0.97696,0.96276,0.9845,0.8513,0.58184,0.22349,0.00259,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,43411.2,0.55891,0.2449,0.00243,0.97584,0.96262,0.98453,0.85148,0.58127,0.22313,0.00259,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,43579.3,0.56441,0.24698,0.00243,0.97726,0.96245,0.98461,0.85129,0.58152,0.22317,0.00259,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,43749,0.55906,0.24395,0.00241,0.97674,0.96268,0.9846,0.85136,0.58089,0.22275,0.00258,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,43920.7,0.56158,0.248,0.00239,0.97674,0.96205,0.98461,0.8516,0.58067,0.2225,0.00258,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,44091.6,0.56261,0.24724,0.00241,0.97679,0.96215,0.98461,0.85165,0.58068,0.22282,0.00258,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,44264.4,0.55594,0.24427,0.00239,0.97669,0.96233,0.98462,0.85166,0.58018,0.22262,0.00258,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,44437.6,0.55655,0.24376,0.0024,0.977,0.96244,0.9847,0.85183,0.58003,0.2225,0.00258,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,44607,0.55411,0.24375,0.00238,0.9764,0.96244,0.98481,0.85173,0.58018,0.22229,0.00258,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,44776.1,0.55707,0.2455,0.00239,0.97714,0.96222,0.9847,0.85184,0.57957,0.22134,0.00257,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,44946.2,0.55406,0.24413,0.00234,0.97689,0.96268,0.98469,0.85178,0.5793,0.22159,0.00257,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,45113.6,0.55126,0.24217,0.00237,0.97656,0.96339,0.98473,0.85211,0.57945,0.22201,0.00257,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,45283.4,0.55175,0.24233,0.00233,0.97746,0.96219,0.98489,0.8524,0.57864,0.22221,0.00257,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,45451.9,0.54934,0.24065,0.00232,0.97723,0.9621,0.98485,0.85225,0.57877,0.22168,0.00257,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,45623.7,0.54844,0.24226,0.00232,0.97647,0.96358,0.98494,0.85235,0.57882,0.22129,0.00257,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,45793.8,0.54634,0.24369,0.00237,0.97919,0.96117,0.98486,0.85294,0.57769,0.22131,0.00256,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,45962.1,0.5443,0.24297,0.00232,0.97967,0.96117,0.9851,0.85258,0.57813,0.22138,0.00257,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,46130.4,0.54706,0.24091,0.0023,0.97885,0.96137,0.98511,0.85266,0.57741,0.22164,0.00256,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,46299.4,0.5438,0.24037,0.00232,0.97671,0.96421,0.98518,0.85242,0.57763,0.22085,0.00256,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,46474,0.54188,0.23872,0.0023,0.97969,0.96157,0.98504,0.85266,0.57716,0.22021,0.00256,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,46646.6,0.53966,0.23817,0.00228,0.97944,0.96148,0.98499,0.8526,0.57698,0.22083,0.00256,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,46812.5,0.53897,0.23468,0.00231,0.9794,0.96195,0.98503,0.853,0.57678,0.22036,0.00256,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,46986.5,0.53499,0.2357,0.0023,0.97807,0.96212,0.98497,0.853,0.57645,0.22139,0.00256,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,47152.8,0.53552,0.23549,0.00229,0.97789,0.96289,0.98519,0.85303,0.57637,0.22056,0.00256,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,47319,0.53355,0.23532,0.0023,0.97894,0.96219,0.98518,0.85331,0.57578,0.22052,0.00255,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,47491.6,0.53838,0.23668,0.00228,0.97958,0.96219,0.98519,0.85321,0.57527,0.22021,0.00255,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,47666.5,0.53671,0.23548,0.00224,0.97957,0.96171,0.98517,0.85294,0.57498,0.221,0.00255,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,47837.6,0.53343,0.2331,0.00226,0.97925,0.96234,0.9852,0.85342,0.57527,0.21999,0.00255,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,48015,0.52764,0.23055,0.00223,0.9781,0.96407,0.98524,0.85393,0.57475,0.22004,0.00255,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,48187.6,0.52889,0.23269,0.00225,0.97965,0.96369,0.98526,0.85429,0.57446,0.22001,0.00254,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,48359.4,0.53071,0.23268,0.0022,0.97976,0.96359,0.98529,0.854,0.57461,0.21898,0.00254,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,48531.2,0.5294,0.23115,0.00221,0.97962,0.96373,0.98526,0.85406,0.57392,0.21956,0.00254,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
