t_s,x_px,y_px
0.734544700011611,171.0279083251953,302.8149871826172
1.688919399981387,97.60642623901367,637.9854125976562
1.7057190000195988,97.60642623901367,637.9854125976562
1.720711800036952,97.60642623901367,637.9854125976562
1.734416700026486,97.60642623901367,637.9854125976562
1.7449670000351034,97.60642623901367,637.9854125976562
1.7561375999939628,97.60642623901367,637.9854125976562
1.7747639000299387,97.60642623901367,637.9854125976562
1.7860129000036977,97.60642623901367,637.9854125976562
1.7958352999994531,97.60642623901367,637.9854125976562
1.8146453000372276,97.60642623901367,637.9854125976562
1.8247286999830976,97.60642623901367,637.9854125976562
1.8404115000157617,97.60642623901367,637.9854125976562
1.8501622999901883,97.60642623901367,637.9854125976562
1.8603356999810785,97.60642623901367,637.9854125976562
1.870211300032679,97.60642623901367,637.9854125976562
1.8818785999901593,97.60642623901367,637.9854125976562
1.8954117000102997,97.60642623901367,637.9854125976562
1.9106831999961287,97.60642623901367,637.9854125976562
1.9246695000329055,97.60642623901367,637.9854125976562
1.9380746000097133,97.60642623901367,637.9854125976562
1.9476969999959692,97.60642623901367,637.9854125976562
1.9569561000098474,97.60642623901367,637.9854125976562
1.970346399990376,97.60642623901367,637.9854125976562
1.9855804999824613,97.60642623901367,637.9854125976562
1.9948953000130132,97.60642623901367,637.9854125976562
2.0053789000376128,97.60642623901367,637.9854125976562
2.0179484999971464,97.60642623901367,637.9854125976562
2.031755800009705,97.60642623901367,637.9854125976562
2.0470528000150807,97.60642623901367,637.9854125976562
2.0612727000261657,97.60642623901367,637.9854125976562
2.0772126999800093,97.60642623901367,637.9854125976562
2.0877960000070743,97.60642623901367,637.9854125976562
2.0996923000202514,97.60642623901367,637.9854125976562
2.11142580001615,97.60642623901367,637.9854125976562
2.1250035000266507,97.60642623901367,637.9854125976562
2.1361103000235744,97.60642623901367,637.9854125976562
2.1479504000162706,97.60642623901367,637.9854125976562
2.157598500023596,97.60642623901367,637.9854125976562
2.168777399987448,97.60642623901367,637.9854125976562
2.177809700020589,97.60642623901367,637.9854125976562
2.187656500027515,97.60642623901367,637.9854125976562
2.201519299997017,97.60642623901367,637.9854125976562
2.2145829999935813,97.60642623901367,637.9854125976562
2.225626400031615,97.60642623901367,637.9854125976562
2.2350067000370473,97.60642623901367,637.9854125976562
2.248503000009805,97.60642623901367,637.9854125976562
2.261819100007415,97.60642623901367,637.9854125976562
2.2748610000126064,97.60642623901367,637.9854125976562
2.2858591999975033,97.60642623901367,637.9854125976562
2.2946819000062533,97.60642623901367,637.9854125976562
2.304906200035475,97.60642623901367,637.9854125976562
2.318460199981928,97.60642623901367,637.9854125976562
2.327609400032088,97.60642623901367,637.9854125976562
2.341616299992893,97.60642623901367,637.9854125976562
2.3538909000344574,97.60642623901367,637.9854125976562
2.370303200033959,97.60642623901367,637.9854125976562
2.3801686000078917,97.60642623901367,637.9854125976562
2.3899205999914557,97.60642623901367,637.9854125976562
2.4016761999810115,97.60642623901367,637.9854125976562
2.4140873000142165,97.60642623901367,637.9854125976562
2.4237807000172324,97.60642623901367,637.9854125976562
2.441446500015445,97.60642623901367,637.9854125976562
2.4730074999970384,97.60642623901367,637.9854125976562
2.502244899980724,97.60642623901367,637.9854125976562
2.527696900011506,97.60642623901367,637.9854125976562
2.5538666000356898,97.60642623901367,637.9854125976562
2.578116399992723,97.60642623901367,637.9854125976562
2.608063100022264,97.60642623901367,637.9854125976562
2.632866700005252,97.60642623901367,637.9854125976562
2.665820399997756,97.60642623901367,637.9854125976562
2.6747465999796987,97.60642623901367,637.9854125976562
2.6854505999945104,97.60642623901367,637.9854125976562
2.6948129000375047,97.60642623901367,637.9854125976562
2.7086843000142835,97.60642623901367,637.9854125976562
2.7189686000347137,97.60642623901367,637.9854125976562
2.7323609000304714,97.60642623901367,637.9854125976562
2.7433278000098653,97.60642623901367,637.9854125976562
2.7564313000184484,97.60642623901367,637.9854125976562
2.7658073999918997,97.60642623901367,637.9854125976562
2.7798404000350274,97.60642623901367,637.9854125976562
2.7892591999843717,97.60642623901367,637.9854125976562
2.7982347999932244,97.60642623901367,637.9854125976562
2.8098276000237092,97.60642623901367,637.9854125976562
2.818585700006224,97.60642623901367,637.9854125976562
2.8279989000293426,97.60642623901367,637.9854125976562
2.841461799980607,97.60642623901367,637.9854125976562
2.8513035000069067,97.60642623901367,637.9854125976562
2.8599270000122488,97.60642623901367,637.9854125976562
2.874181099992711,97.60642623901367,637.9854125976562
2.8839811999932863,97.60642623901367,637.9854125976562
2.8941974000190385,97.60642623901367,637.9854125976562
2.905941699980758,97.60642623901367,637.9854125976562
2.9151835999800824,97.60642623901367,637.9854125976562
